paper_id,conference,analysis_stratum,kind,label,page,module,placement,width,purpose,caption_words,caption_moves,caption_headline_bold,caption_self_contained,caption_main_finding,types,panels,series,legend_items,annotations,data_marks_estimate,complexity,font_family,font_family_class,font_size_min,font_size_median,font_size_max,font_weight,font_style,typography_provenance,typography_confidence,color_mode,color_count,palette_hex,color_provenance,redundant_encoding,grayscale_safe,rendering,x_scale,y_scale,grid,legend_present,legend_placement,shared_legend,direct_labels,marker_types,line_styles,hatching,reference_lines,uncertainty_display,line_width_pt,table_rows,table_columns,table_header_levels,table_row_groups,decimal_precision,table_rules,highlighting,table_uncertainty,table_uncertainty_modes
iclr-2026-82716d8e922b,ICLR,oral,figure,Figure 3,7,results,main,single_column,headline|main_comparison|mechanism,7,title|setup,0,0,0,line,4,8,8,4,600,3,DejaVu Sans|DejaVu Sans Mono|Nimbus Roman No9 L|Computer Modern math,times_like_serif,5.0,6.5,8.5,regular|bold,roman|italic,mixed,high,categorical,2,#4C9BD3|#F28E2B,rendered_estimate,1,0,vector,linear,linear,both,1,inside each panel,False,0,0,1,0,0,none,1.1,,,,,,,,,
iclr-2026-82716d8e922b,ICLR,oral,figure,Figure 4,7,results,main,single_column,main_comparison|efficiency_cost|mechanism,8,title|setup,0,0,0,line,4,8,8,4,600,3,DejaVu Sans|DejaVu Sans Mono|Nimbus Roman No9 L|Computer Modern math,times_like_serif,5.0,6.5,8.5,regular|bold,roman|italic,mixed,high,categorical,2,#4C9BD3|#F28E2B,rendered_estimate,1,0,vector,linear,linear,both,1,inside each panel,False,0,0,1,0,0,none,1.1,,,,,,,,,
iclr-2026-82716d8e922b,ICLR,oral,figure,Figure 5,9,ablation,main,single_column,ablation|robustness|mechanism,25,title|setup|encoding_key|comparison,0,0,0,line,3,10,10,3,350,4,DejaVu Sans|DejaVu Sans Mono|Nimbus Roman No9 L|Computer Modern math,times_like_serif,5.0,6.5,8.5,regular|bold,roman|italic,mixed,high,categorical,8,#4C9BD3|#F28E2B|#59A14F|#E15759|#B07AA1|#EDC948|#76B7B2|#9C755F,rendered_estimate,1,0,vector,linear,linear,both,1,inside each panel,False,0,0,1,0,0,none,1.0,,,,,,,,,
iclr-2026-82716d8e922b,ICLR,oral,figure,Figure 6,10,results,main,single_column,main_comparison|robustness|efficiency_cost,28,title|setup|encoding_key|comparison,0,0,0,bar|line,3,10,4,3,30,4,DejaVu Sans|DejaVu Sans Mono|Nimbus Roman No9 L|Computer Modern math,times_like_serif,4.5,6.5,8.5,regular|bold,roman|italic,mixed,high,categorical,4,#4C9BD3|#F2B28B|#59A14F|#D9534F,rendered_estimate,1,0,vector,categorical,linear,both,1,inside each panel,False,0,1,2,0,0,none,1.0,,,,,,,,,
iclr-2026-82716d8e922b,ICLR,oral,figure,Figure 7,25,appendix C.1 theory verification,appendix,single_column,theory_mechanism|mechanism|reproduction,102,title|setup|encoding_key|comparison|main_finding,0,1,1,scatter|line,2,4,4,4,150000,3,DejaVu Sans|DejaVu Sans Mono|Nimbus Roman No9 L|Computer Modern math,times_like_serif,4.5,6.0,8.0,regular|bold,roman|italic,mixed,high,mixed,4,#B9D7EA|#F28E2B|#E84A4A|#9E9E9E,rendered_estimate,1,0,raster,linear,linear,both,1,inside each panel,False,0,2,2,0,1,none,1.0,,,,,,,,,
iclr-2026-82716d8e922b,ICLR,oral,figure,Figure 8,25,appendix C.2 theorem verification,appendix,single_column,theory_mechanism|mechanism|ablation,57,title|setup|encoding_key|comparison|main_finding,0,0,1,line,4,16,16,8,2000,4,DejaVu Sans|DejaVu Sans Mono|Nimbus Roman No9 L|Computer Modern math,times_like_serif,4.5,6.0,8.0,regular|bold,roman|italic,mixed,high,categorical,8,#4C9BD3|#F28E2B|#59A14F|#B07AA1|#E15759|#EDC948|#76B7B2|#9C755F,rendered_estimate,1,0,vector,linear,linear,both,1,inside each panel,False,0,0,2,0,0,none,1.0,,,,,,,,,
iclr-2026-82716d8e922b,ICLR,oral,figure,Figure 9,26,appendix C.3 false-positive analysis,appendix,single_column,failure|mechanism|robustness,37,title|setup|encoding_key|comparison|main_finding,0,0,1,line,2,8,8,4,1000,3,DejaVu Sans|DejaVu Sans Mono|Nimbus Roman No9 L|Computer Modern math,times_like_serif,4.5,6.0,8.0,regular|bold,roman|italic,mixed,high,categorical,4,#4C9BD3|#F28E2B|#59A14F|#E15759,rendered_estimate,1,0,vector,linear,linear,both,1,inside each panel,False,0,0,1,0,0,none,1.0,,,,,,,,,
iclr-2026-82716d8e922b,ICLR,oral,figure,Figure 10,32,appendix F.1 prompt templates,appendix,page_width,experimental_design|reproduction,4,title,0,0,0,screenshot,1,0,0,20,0,3,Nimbus Roman No9 L|Nimbus Mono PS|Computer Modern math,times_like_serif,6.0,7.0,8.5,regular|bold,roman|monospace,pdf_object,high,mixed,3,#F2F2F2|#6B6B6B|#3E5FBA,source_exact,1,1,vector,none,none,none,0,,False,1,0,0,0,0,none,0.0,,,,,,,,,
iclr-2026-82716d8e922b,ICLR,oral,figure,Figure 11,33,appendix F.1 prompt templates,appendix,page_width,experimental_design|reproduction,4,title,0,0,0,screenshot,1,0,0,12,0,2,Nimbus Roman No9 L|Nimbus Mono PS|Computer Modern math,times_like_serif,6.0,7.0,8.5,regular|bold,roman|monospace,pdf_object,high,mixed,3,#F2F2F2|#6B6B6B|#3E5FBA,source_exact,1,1,vector,none,none,none,0,,False,1,0,0,0,0,none,0.0,,,,,,,,,
iclr-2026-82716d8e922b,ICLR,oral,figure,Figure 12,33,appendix F.1 prompt templates,appendix,page_width,experimental_design|reproduction,4,title,0,0,0,screenshot,1,0,0,18,0,3,Nimbus Roman No9 L|Nimbus Mono PS|Computer Modern math,times_like_serif,6.0,7.0,8.5,regular|bold,roman|monospace,pdf_object,high,mixed,3,#F2F2F2|#6B6B6B|#3E5FBA,source_exact,1,1,vector,none,none,none,0,,False,1,0,0,0,0,none,0.0,,,,,,,,,
iclr-2026-82716d8e922b,ICLR,oral,figure,Figure 13,34,appendix F.1 prompt templates,appendix,page_width,experimental_design|reproduction|method_interface,8,title,0,0,0,screenshot,1,0,0,23,0,3,Nimbus Roman No9 L|Nimbus Mono PS|Computer Modern math,times_like_serif,6.0,7.0,8.5,regular|bold,roman|monospace,pdf_object,high,mixed,3,#F2F2F2|#6B6B6B|#3E5FBA,source_exact,1,1,vector,none,none,none,0,,False,1,0,0,0,0,none,0.0,,,,,,,,,
iclr-2026-82716d8e922b,ICLR,oral,figure,Figure 14,35,appendix F.1 prompt templates,appendix,page_width,experimental_design|reproduction,4,title,0,0,0,screenshot,1,0,0,20,0,3,Nimbus Roman No9 L|Nimbus Mono PS|Computer Modern math,times_like_serif,6.0,7.0,8.5,regular|bold,roman|monospace,pdf_object,high,mixed,3,#F2F2F2|#6B6B6B|#3E5FBA,source_exact,1,1,vector,none,none,none,0,,False,1,0,0,0,0,none,0.0,,,,,,,,,
iclr-2026-82716d8e922b,ICLR,oral,figure,Figure 15,35,appendix F.1 prompt templates,appendix,page_width,experimental_design|reproduction,4,title,0,0,0,screenshot,1,0,0,16,0,3,Nimbus Roman No9 L|Nimbus Mono PS|Computer Modern math,times_like_serif,6.0,7.0,8.5,regular|bold,roman|monospace,pdf_object,high,mixed,3,#F2F2F2|#6B6B6B|#3E5FBA,source_exact,1,1,vector,none,none,none,0,,False,1,0,0,0,0,none,0.0,,,,,,,,,
iclr-2026-82716d8e922b,ICLR,oral,table,Table 1,6,results,main,page_width,headline|main_comparison|efficiency_cost,31,title|setup|encoding_key|comparison|main_finding,0,1,0,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,8.0,8.0,8.5,mixed,,mixed,high,mixed,,,,,,,,,,,,,,,,,,,,11,8,2,2,2,booktabs,bold|arrows|text_color,没有 mean±SD、error bar、置信区间或 seed/run 列；箭头是相对 vanilla RL 的点差，不是 uncertainty。,unclassified
iclr-2026-82716d8e922b,ICLR,oral,table,Table 2,8,results,main,inset,main_comparison|robustness,18,title|setup|comparison|abbreviation_definition|main_finding,0,1,0,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,7.5,7.5,8.0,mixed,,mixed,high,mixed,,,,,,,,,,,,,,,,,,,,10,6,2,2,1,partial_grid,arrows|text_color,没有重复/区间/显著性；每个 Vanilla 与 w/T^3 单元是 OOD 条件下的点估计，橙色箭头为绝对增益。,point_only_or_undefined
iclr-2026-82716d8e922b,ICLR,oral,table,Table 3,8,ablation,main,inset,ablation|main_comparison,32,title|setup|encoding_key|comparison,0,0,0,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,7.5,7.5,8.0,mixed,,mixed,high,mixed,,,,,,,,,,,,,,,,,,,,7,6,2,3,2,partial_grid,arrows|text_color,没有 uncertainty 或 run count；每组的 Vanilla/condition 是性能点估计，箭头是相对该组 Vanilla 的绝对变化，基础性能保留两位小数，部分箭头只显示一位小数。,point_only_or_undefined
iclr-2026-82716d8e922b,ICLR,oral,table,Table 5,27,appendix D.1,appendix,inset,ablation|robustness,16,title|setup|comparison,0,1,0,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,8.0,8.0,8.5,mixed,,mixed,high,grayscale,,,,,,,,,,,,,,,,,,,,2,5,1,0,2,booktabs,none,没有 uncertainty、run count 或 threshold-selection confidence；BinarySim 是点估计。,point_only_or_undefined
iclr-2026-82716d8e922b,ICLR,oral,table,Table 6,27,appendix D.2,appendix,inset,ablation|robustness,19,title|setup|encoding_key|comparison|main_finding,0,1,1,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,8.0,8.0,8.5,mixed,,mixed,high,grayscale,,,,,,,,,,,,,,,,,,,,4,6,1,0,2,booktabs,none,没有 uncertainty 或 seed/run 信息；ratio 是每个 model-size/S 组合的点估计百分比。,point_only_or_undefined
iclr-2026-82716d8e922b,ICLR,oral,table,Table 7,28,appendix D.3,appendix,inset,ablation|robustness|reproduction,47,title|setup|encoding_key|abbreviation_definition|comparison,0,1,0,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,8.0,8.0,8.5,mixed,,mixed,high,grayscale,,,,,,,,,,,,,,,,,,,,2,6,1,0,2,booktabs,none,没有 uncertainty 或 run count；BinarySim 是 quantile/detector 设定下的点估计。,quantile_or_range
iclr-2026-82716d8e922b,ICLR,oral,table,Table 8,28,appendix D.4,appendix,inset,ablation|robustness,20,title|setup|encoding_key|comparison,0,1,0,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,8.0,8.0,8.5,mixed,,mixed,high,grayscale,,,,,,,,,,,,,,,,,,,,1,8,1,0,2,booktabs,bold,没有 uncertainty、run count 或 online threshold trajectory；bold 只标出 α=60% 的最大点估计。,point_only_or_undefined
iclr-2026-82716d8e922b,ICLR,oral,table,Table 9,31,appendix F.1,appendix,inset,dataset|reproduction,5,title|setup,0,0,0,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,8.0,8.0,8.5,mixed,,mixed,high,grayscale,,,,,,,,,,,,,,,,,,,,5,3,1,0,0,minimal,none,这是 train/test counts 的描述性清单，没有 sampling uncertainty、split variation 或去重统计。,unclassified
iclr-2026-87e3cec2f574,ICLR,oral,figure,Figure 1,2,method,main,single_column,method_interface|theory_mechanism,22,title|setup|encoding_key,0,1,0,conceptual_diagram|pipeline,1,,0,10,12,3,Nimbus Roman No9 L|Computer Modern math|DejaVu Sans,times_like_serif,6.0,8.0,10.0,regular|medium|bold,roman|italic,mixed,high,grayscale,3,#000000|#666666|#FFFFFF,rendered_estimate,1,1,mixed,none,none,none,0,,False,1,,2,0,0,none,0.8,,,,,,,,,
iclr-2026-87e3cec2f574,ICLR,oral,figure,Figure 2,4,method,main,single_column,method_interface|theory_mechanism,7,title,0,0,0,architecture|conceptual_diagram,2,,0,12,18,4,Nimbus Roman No9 L|Computer Modern math|DejaVu Sans,times_like_serif,6.0,8.0,10.0,regular|medium|bold,roman|italic,mixed,high,grayscale,3,#000000|#777777|#FFFFFF,rendered_estimate,1,1,mixed,none,none,none,0,,False,1,,2,0,1,none,0.8,,,,,,,,,
iclr-2026-87e3cec2f574,ICLR,oral,figure,Figure 3,5,theory,main,single_column,theory_mechanism,24,title|setup,0,1,0,line,1,1,0,0,22,1,Nimbus Roman No9 L|Computer Modern math|DejaVu Sans,times_like_serif,6.0,8.0,10.0,regular|medium|bold,roman|italic,mixed,medium,categorical,1,#2E86C1,rendered_estimate,0,1,raster,linear,linear,both,0,,False,0,0,1,0,0,none,1.2,,,,,,,,,
iclr-2026-87e3cec2f574,ICLR,oral,figure,Figure 4,6,theory,main,single_column,theory_mechanism,25,title|setup,0,1,0,line,1,1,0,0,24,1,Nimbus Roman No9 L|Computer Modern math|DejaVu Sans,times_like_serif,6.0,8.0,10.0,regular|medium|bold,roman|italic,mixed,medium,categorical,1,#2E86C1,rendered_estimate,0,1,raster,linear,linear,both,0,,False,0,0,1,0,0,none,1.2,,,,,,,,,
iclr-2026-87e3cec2f574,ICLR,oral,figure,Figure 5,8,experimental_design,main,page_width,experimental_design|method_interface,17,title|setup|encoding_key,0,1,0,architecture|pipeline|conceptual_diagram,1,,0,20,25,4,Nimbus Roman No9 L|Computer Modern math|DejaVu Sans,times_like_serif,6.0,8.0,11.0,regular|medium|bold,roman|italic,mixed,high,mixed,8,#F8766D|#56B4E9|#7CAE00|#F0E442|#C77CFF|#F4A261|#000000|#FFFFFF,rendered_estimate,1,0,mixed,none,none,none,0,,False,1,,3,0,0,none,1.0,,,,,,,,,
iclr-2026-87e3cec2f574,ICLR,oral,figure,Figure 6,9,results,main,page_width,headline|main_comparison|qualitative_evidence,28,title|setup|main_finding,0,1,1,line|image_montage|qualitative_grid,6,2,0,12,70,4,Nimbus Roman No9 L|Computer Modern math|DejaVu Sans,times_like_serif,5.5,7.5,10.0,regular|medium|bold,roman|italic,mixed,high,mixed,7,#2CA02C|#1F77B4|#000000|#666666|#FFFFFF|#5B8FF9|#F6BD16,rendered_estimate,1,0,raster,linear,linear,both,0,,False,1,1,1,0,0,none,1.0,,,,,,,,,
iclr-2026-87e3cec2f574,ICLR,oral,figure,Figure 7,32,appendix,appendix,page_width,robustness|qualitative_evidence|reproduction,33,title|setup,0,1,0,line|image_montage|qualitative_grid,6,2,0,12,70,4,Nimbus Roman No9 L|Computer Modern math|DejaVu Sans,times_like_serif,5.5,7.5,10.0,regular|medium|bold,roman|italic,mixed,high,mixed,7,#2CA02C|#1F77B4|#000000|#666666|#FFFFFF|#5B8FF9|#F6BD16,rendered_estimate,1,0,raster,linear,linear,both,0,,False,1,1,1,0,0,none,1.0,,,,,,,,,
iclr-2026-87e3cec2f574,ICLR,oral,figure,Figure 8,33,appendix,appendix,page_width,robustness|qualitative_evidence,27,title|setup,0,1,0,line|image_montage,6,2,0,12,80,4,Nimbus Roman No9 L|Computer Modern math|DejaVu Sans,times_like_serif,5.5,7.5,10.0,regular|medium|bold,roman|italic,mixed,high,mixed,8,#2CA02C|#1F77B4|#000000|#666666|#FFFFFF|#D95F02|#7570B3|#1B9E77,rendered_estimate,1,0,raster,linear,linear,both,0,,False,1,1,1,0,0,none,1.0,,,,,,,,,
iclr-2026-87e3cec2f574,ICLR,oral,figure,Figure 9,34,appendix,appendix,page_width,robustness|mechanism,23,title|setup,0,1,0,line,4,3,3,4,72,3,Nimbus Roman No9 L|Computer Modern math|DejaVu Sans,times_like_serif,6.0,8.0,10.0,regular|medium|bold,roman|italic,mixed,high,categorical,3,#1F77B4|#FF7F0E|#2CA02C,rendered_estimate,1,0,raster,linear,linear,both,1,upper-right in each panel,False,0,1,1,0,0,none,1.0,,,,,,,,,
iclr-2026-87e3cec2f574,ICLR,oral,figure,Figure 10,35,appendix,appendix,page_width,robustness|qualitative_evidence,25,title|setup,0,1,0,line|image_montage,3,2,0,6,65,3,Nimbus Roman No9 L|Computer Modern math|DejaVu Sans,times_like_serif,6.0,8.0,11.0,regular|medium|bold,roman|italic,mixed,high,mixed,7,#1F77B4|#F39C12|#000000|#666666|#FFFFFF|#2CA02C|#D95F02,rendered_estimate,1,0,raster,linear,linear,both,0,,False,1,1,1,0,0,none,1.0,,,,,,,,,
iclr-2026-87e3cec2f574,ICLR,oral,figure,Figure 11,36,appendix,appendix,page_width,qualitative_evidence,30,title|setup,0,1,0,image_montage|qualitative_grid,1,,0,6,6,2,Nimbus Roman No9 L|Computer Modern math|DejaVu Sans,times_like_serif,8.0,10.0,12.0,regular|medium|bold,roman|italic,mixed,high,mixed,5,#000000|#FFFFFF|#808080|#A67C52|#4C956C,rendered_estimate,1,0,raster,none,none,none,0,,False,1,,0,0,0,none,0.8,,,,,,,,,
iclr-2026-87e3cec2f574,ICLR,oral,figure,Figure 12,38,appendix,appendix,page_width,ablation|robustness|qualitative_evidence,27,title|setup|main_finding,0,1,1,line|image_montage|qualitative_grid,5,1,0,10,60,4,Nimbus Roman No9 L|Computer Modern math|DejaVu Sans,times_like_serif,5.5,8.0,11.0,regular|medium|bold,roman|italic,mixed,high,mixed,7,#1F77B4|#2CA02C|#000000|#666666|#FFFFFF|#5B8FF9|#F6BD16,rendered_estimate,1,0,raster,linear,linear,both,0,,False,1,1,1,0,0,none,1.0,,,,,,,,,
iclr-2026-87e3cec2f574,ICLR,oral,figure,Figure 13,39,appendix,appendix,page_width,ablation|robustness|qualitative_evidence,40,title|setup|main_finding,0,1,1,line|image_montage|qualitative_grid,5,1,0,10,60,4,Nimbus Roman No9 L|Computer Modern math|DejaVu Sans,times_like_serif,5.5,8.0,11.0,regular|medium|bold,roman|italic,mixed,high,mixed,7,#1F77B4|#2CA02C|#000000|#666666|#FFFFFF|#5B8FF9|#F6BD16,rendered_estimate,1,0,raster,linear,linear,both,0,,False,1,1,1,0,0,none,1.0,,,,,,,,,
iclr-2026-87e3cec2f574,ICLR,oral,figure,Figure 14,46,appendix,appendix,page_width,mechanism|robustness,17,title|setup|main_finding,0,1,1,heatmap|scatter,2,,2,4,100,3,Nimbus Roman No9 L|Computer Modern math|DejaVu Sans,times_like_serif,6.0,8.0,10.0,regular|medium|bold,roman|italic,mixed,high,sequential,5,#440154|#3B528B|#21918C|#5DC863|#FDE725,rendered_estimate,0,0,raster,linear,linear,none,0,,False,0,1,1,0,0,none,0.8,,,,,,,,,
iclr-2026-87e3cec2f574,ICLR,oral,figure,Figure 15,46,appendix,appendix,page_width,mechanism|robustness,23,title|setup|main_finding,0,1,1,heatmap|scatter,2,,2,4,100,3,Nimbus Roman No9 L|Computer Modern math|DejaVu Sans,times_like_serif,6.0,8.0,10.0,regular|medium|bold,roman|italic,mixed,high,sequential,5,#440154|#3B528B|#21918C|#5DC863|#FDE725,rendered_estimate,0,0,raster,linear,linear,none,0,,False,0,1,1,0,0,none,0.8,,,,,,,,,
iclr-2026-87e3cec2f574,ICLR,oral,figure,Figure 16,47,appendix,appendix,page_width,theory_mechanism|mechanism,33,title|setup|main_finding,0,1,1,scatter|line,2,,0,4,120,3,Nimbus Roman No9 L|Computer Modern math|DejaVu Sans,times_like_serif,6.0,8.0,10.0,regular|medium|bold,roman|italic,mixed,high,sequential,5,#440154|#3B528B|#21918C|#5DC863|#FDE725,rendered_estimate,1,0,raster,linear,linear,unknown,0,,False,0,1,1,0,1,none,0.8,,,,,,,,,
iclr-2026-87e3cec2f574,ICLR,oral,figure,Figure 17,47,appendix,appendix,page_width,theory_mechanism|reproduction,13,title|comparison,0,1,0,line|scatter,2,2,2,0,55,3,Nimbus Roman No9 L|Computer Modern math|DejaVu Sans,times_like_serif,6.0,8.0,10.0,regular|medium|bold,roman|italic,mixed,high,categorical,2,#1F77B4|#FF3333,rendered_estimate,1,1,raster,linear,linear,both,1,upper-right of each panel,False,0,2,1,0,0,none,1.0,,,,,,,,,
iclr-2026-87e3cec2f574,ICLR,oral,figure,Figure 18,48,appendix,appendix,page_width,ablation|mechanism|robustness,21,title|setup|main_finding,0,1,1,line|scatter,2,2,2,0,40,3,Nimbus Roman No9 L|Computer Modern math|DejaVu Sans,times_like_serif,6.0,8.0,10.0,regular|medium|bold,roman|italic,mixed,high,mixed,6,#999999|#222222|#440154|#21918C|#5DC863|#FDE725,rendered_estimate,1,0,raster,linear,linear,both,1,inside lower-right of accuracy panel and upper-right of entropy panel,False,0,2,2,0,0,none,1.0,,,,,,,,,
iclr-2026-87e3cec2f574,ICLR,oral,figure,Figure 19,49,appendix,appendix,page_width,ablation|mechanism|robustness,27,title|setup|main_finding,0,1,1,line|scatter,2,2,2,0,40,3,Nimbus Roman No9 L|Computer Modern math|DejaVu Sans,times_like_serif,6.0,8.0,10.0,regular|medium|bold,roman|italic,mixed,high,mixed,6,#999999|#222222|#440154|#21918C|#5DC863|#FDE725,rendered_estimate,1,0,raster,linear,linear,both,1,inside panels,False,0,2,2,0,0,none,1.0,,,,,,,,,
iclr-2026-87e3cec2f574,ICLR,oral,table,Table 1,41,appendix,appendix,single_column,ablation|robustness,15,title|setup|appendix_pointer,0,1,0,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,7.0,7.0,7.5,bold,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,6,7,1,2,4,booktabs,none,"Point values only: no seed-level spread, interval, test, or failure count; λ is split into two repeated header blocks.",unclassified
iclr-2026-87e3cec2f574,ICLR,oral,table,Table 2,41,appendix,appendix,single_column,ablation|robustness,26,title|setup|appendix_pointer,0,1,0,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,7.0,7.0,7.5,bold,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,6,7,1,2,4,booktabs,none,"No uncertainty or replicate count; λ blocks report point estimates for rate, MSE and accuracy.",point_only_or_undefined
iclr-2026-87e3cec2f574,ICLR,oral,table,Table 3,42,appendix,appendix,single_column,ablation|robustness,26,title|setup|appendix_pointer,0,1,0,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,7.0,7.0,7.5,bold,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,6,6,1,2,4,booktabs,none,"Point estimates only; no uncertainty, denominator, or replicate metadata. Repeated λ block uses a dash for unavailable columns.",point_only_or_undefined
iclr-2026-87e3cec2f574,ICLR,oral,table,Table 4,42,appendix,appendix,single_column,ablation|robustness,26,title|setup|appendix_pointer,0,1,0,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,7.0,7.0,7.5,bold,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,6,8,1,2,4,booktabs,none,"Point estimates, no uncertainty or run count; dashes denote the absent final column in each block.",point_only_or_undefined
iclr-2026-87e3cec2f574,ICLR,oral,table,Table 5,42,appendix,appendix,single_column,ablation|robustness,24,title|setup|appendix_pointer,0,1,0,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,7.0,7.0,7.5,bold,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,6,8,1,2,4,booktabs,none,"No uncertainty, per-image distribution, or replicate information; rate/MSE/PSNR are point values in two λ blocks.",point_only_or_undefined
iclr-2026-87e3cec2f574,ICLR,oral,table,Table 6,43,appendix,appendix,page_width,experimental_design|reproduction,12,title|setup|appendix_pointer,0,0,0,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,7.5,7.5,8.0,bold,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,4,2,1,4,,partial_grid,none,Architecture specification has no statistical uncertainty; four boxed component groups are textual layer sequences.,unclassified
iclr-2026-87e3cec2f574,ICLR,oral,table,Table 7,44,appendix,appendix,single_column,ablation|robustness,11,title|setup|appendix_pointer,0,1,0,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,7.0,7.0,7.5,bold,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,13,6,1,1,6,booktabs,none,All rows are point estimates; no uncertainty or masking/run denominator is reported.,point_only_or_undefined
iclr-2026-87e3cec2f574,ICLR,oral,table,Table 8,44,appendix,appendix,single_column,ablation|robustness,11,title|setup|appendix_pointer,0,1,0,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,7.0,7.0,7.5,bold,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,14,6,1,1,6,booktabs,none,"Point estimates only; no uncertainty, sample denominator or paired-mask description.",point_only_or_undefined
iclr-2026-87e3cec2f574,ICLR,oral,table,Table 9,44,appendix,appendix,page_width,experimental_design|reproduction,15,title|setup|abbreviation_definition,0,0,0,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,7.5,7.5,8.0,bold,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,4,2,1,4,,partial_grid,none,Architecture diagram/text only; no numerical uncertainty or parameter count.,unclassified
iclr-2026-87e3cec2f574,ICLR,oral,table,Table 10,45,appendix,appendix,single_column,experimental_design|reproduction,4,title|setup,0,1,0,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,8.0,8.0,8.5,bold,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,8,1,1,1,,partial_grid,none,No uncertainty; this is a layer-list specification rather than a performance table.,point_only_or_undefined
iclr-2026-87e3cec2f574,ICLR,oral,table,Table 11,45,appendix,appendix,single_column,headline|main_comparison,19,title|setup|appendix_pointer,0,1,0,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,7.0,7.0,7.5,bold,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,2,9,1,1,4,booktabs,none,"Rate-upper-bound point values; no seed, uncertainty, test denominator or failure count.",unclassified
iclr-2026-87e3cec2f574,ICLR,oral,table,Table 12,45,appendix,appendix,single_column,headline|main_comparison,29,title|setup|appendix_pointer,0,1,0,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,7.0,7.0,7.5,bold,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,4,8,1,2,4,booktabs,none,"Point estimates over two repeated rate-header blocks; no uncertainty, seed, denominator or failure count.",point_only_or_undefined
iclr-2026-87e3cec2f574,ICLR,oral,table,Table 13,49,appendix,appendix,single_column,robustness|main_comparison,10,title|setup,0,0,0,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,7.0,7.0,7.5,bold,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,2,5,1,1,4,partial_grid,none,Mean values averaged over 67 test images as stated in the adjacent paragraph; no per-image spread or uncertainty.,unclassified
iclr-2026-87e3cec2f574,ICLR,oral,table,Table 14,49,appendix,appendix,single_column,robustness|main_comparison,8,title|setup,0,0,0,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,7.0,7.0,7.5,bold,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,1,4,1,1,4,partial_grid,none,One aggregate row averaged over 10 test images per adjacent text; no uncertainty or per-image breakdown.,point_only_or_undefined
iclr-2026-87e3cec2f574,ICLR,oral,table,Table 15,50,appendix,appendix,single_column,main_comparison|robustness,31,title|setup|comparison|encoding_key,0,1,0,table,1,,,,,,Nimbus Roman No9 L|Computer Modern math,times_like_serif,7.0,7.0,7.5,bold,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,5,6,1,1,4,partial_grid,bold|underline|best_second_best,"Single reported value per method; bold/underline encode best/second-best, but there is no uncertainty, rate, compute cost or paired evaluation count.",point_only_or_undefined
