paper_id,conference,analysis_stratum,title,figures,tables,main_visuals,appendix_visuals,source_status,selected_repository,markdown,json,paper_url
iclr-2026-98752ebdf7d6,ICLR,oral,Online Learning and Equilibrium Computation with Ranking Feedback,11,1,3,9,no_public_source_found,,visual_audits/iclr-2026-98752ebdf7d6.md,visual_audits/iclr-2026-98752ebdf7d6.json,https://openreview.net/forum?id=lg6H2oJPky
iclr-2026-842e6221ed35,ICLR,oral,OpenApps: Simulating Environment Variations to Measure UI Agent Reliability,10,13,6,17,partial_visual_source,https://github.com/facebookresearch/OpenApps,visual_audits/iclr-2026-842e6221ed35.md,visual_audits/iclr-2026-842e6221ed35.json,https://openreview.net/forum?id=cj1MAx7lKs
iclr-2026-f8f364a44221,ICLR,oral,OpenThoughts: Data Recipes for Reasoning Models,35,48,10,73,partial_visual_source,https://github.com/open-thoughts/open-thoughts,visual_audits/iclr-2026-f8f364a44221.md,visual_audits/iclr-2026-f8f364a44221.json,https://openreview.net/forum?id=7xjoTuaNmN
iclr-2026-883c05e1e1dc,ICLR,oral,Optimistic Task Inference for Behavior Foundation Models,20,2,6,16,exact_visual_source,https://arxiv.org/abs/2510.20264,visual_audits/iclr-2026-883c05e1e1dc.md,visual_audits/iclr-2026-883c05e1e1dc.json,https://openreview.net/forum?id=m5byThUSNE
iclr-2026-05937b7dc737,ICLR,oral,Overcoming Joint Intractability with Lossless Hierarchical Speculative Decoding,3,8,6,5,repository_without_visual_source,ZhouYuxuanYX/Hierarchical-Speculative-Decoding,visual_audits/iclr-2026-05937b7dc737.md,visual_audits/iclr-2026-05937b7dc737.json,https://openreview.net/forum?id=LaVrNaBNwM
iclr-2026-061ba26bb9ff,ICLR,oral,Overparametrization bends the landscape: BBP transitions at initialization in simple Neural Networks,10,0,4,6,no_public_source_found,,visual_audits/iclr-2026-061ba26bb9ff.md,visual_audits/iclr-2026-061ba26bb9ff.json,https://openreview.net/forum?id=xDLE5n3x9Y
iclr-2026-af6a7ff26bd9,ICLR,oral,P-GenRM: Personalized Generative Reward Model with Test-time User-based Scaling,15,15,9,21,partial_visual_source,https://github.com/Tongyi-ConvAI/Qwen-Character/tree/main/Character-GenRM,visual_audits/iclr-2026-af6a7ff26bd9.md,visual_audits/iclr-2026-af6a7ff26bd9.json,https://openreview.net/forum?id=hXNApWLBZG
iclr-2026-49937f5dcda4,ICLR,oral,ParaRNN: Unlocking Parallel Training of Nonlinear RNNs for Large Language Models,13,6,5,14,repository_without_visual_source,https://github.com/apple/ml-pararnn,visual_audits/iclr-2026-49937f5dcda4.md,visual_audits/iclr-2026-49937f5dcda4.json,https://openreview.net/forum?id=mX8b64iUaa
iclr-2026-7c24d2356ca5,ICLR,oral,Pareto-Conditioned Diffusion Models for Offline Multi-Objective Optimization,9,32,5,36,exact_visual_source,https://github.com/jatan12/PCD,visual_audits/iclr-2026-7c24d2356ca5.md,visual_audits/iclr-2026-7c24d2356ca5.json,https://openreview.net/forum?id=S2Q00li155
iclr-2026-12331806f03c,ICLR,oral,Partition Generative Modeling: Masked Modeling Without Masks,6,10,6,10,partial_visual_source,https://github.com/jdeschena/pgm,visual_audits/iclr-2026-12331806f03c.md,visual_audits/iclr-2026-12331806f03c.json,https://openreview.net/forum?id=vEh1ceS154
iclr-2026-a2b879220593,ICLR,oral,PateGAIL++: Utility Optimized Private Trajectory Generation with Imitation Learning,3,10,9,4,repository_without_visual_source,https://github.com/yingjie1234/PATEGAIL-PlusPlus-Utility-Optimized-Private-Trajectory-Generation,visual_audits/iclr-2026-a2b879220593.md,visual_audits/iclr-2026-a2b879220593.json,https://openreview.net/forum?id=Oyfz6G0hmc
iclr-2026-a360ac840b2a,ICLR,oral,Planner Aware Path Learning in Diffusion Language Models Training,6,7,8,5,repository_without_visual_source,https://github.com/pengzhangzhi/PAPL,visual_audits/iclr-2026-a360ac840b2a.md,visual_audits/iclr-2026-a360ac840b2a.json,https://openreview.net/forum?id=lAlI5FuIf7
iclr-2026-987dd9468fc4,ICLR,oral,Plug-and-Play Compositionality for Boosting Continual Learning with Foundation Models,14,13,6,21,partial_visual_source,https://github.com/liaoweiduo/CompSLOT,visual_audits/iclr-2026-987dd9468fc4.md,visual_audits/iclr-2026-987dd9468fc4.json,https://openreview.net/forum?id=22hBwIf7OC
iclr-2026-0f7ec564e69d,ICLR,oral,Premise Selection for a Lean Hammer,1,4,5,0,repository_without_visual_source,hanwenzhu/premise-selection,visual_audits/iclr-2026-0f7ec564e69d.md,visual_audits/iclr-2026-0f7ec564e69d.json,https://openreview.net/forum?id=m04JJNeRK6
iclr-2026-255bea54f97f,ICLR,oral,Probabilistic Kernel Function for Fast Angle Testing,9,5,3,11,repository_without_visual_source,https://github.com/KejingLu-810/KS,visual_audits/iclr-2026-255bea54f97f.md,visual_audits/iclr-2026-255bea54f97f.json,https://openreview.net/forum?id=nCsF3Bsn2n
iclr-2026-dff0527cb8cf,ICLR,oral,Q-RAG: Long Context Multi‑Step Retrieval via Value‑Based Embedder Training,6,8,7,7,partial_visual_source,https://github.com/griver/Q-RAG,visual_audits/iclr-2026-dff0527cb8cf.md,visual_audits/iclr-2026-dff0527cb8cf.json,https://openreview.net/forum?id=MS9nWFY7LG
iclr-2026-e6952544908b,ICLR,oral,Quantitative Bounds for Length Generalization in Transformers,4,0,4,0,no_public_source_found,,visual_audits/iclr-2026-e6952544908b.md,visual_audits/iclr-2026-e6952544908b.json,https://openreview.net/forum?id=TLSUIyBIfs
iclr-2026-7f4352669d70,ICLR,oral,Quotient-Space Diffusion Models,5,6,6,5,repository_without_visual_source,https://github.com/shenoynikhil/ETFlow,visual_audits/iclr-2026-7f4352669d70.md,visual_audits/iclr-2026-7f4352669d70.json,https://openreview.net/forum?id=3JPAkwSVc4
iclr-2026-4d615382a559,ICLR,oral,RealPDEBench: A Benchmark for Complex Physical Systems with Real-World Data,21,9,7,23,partial_visual_source,https://github.com/AI4Science-WestlakeU/RealPDEBench,visual_audits/iclr-2026-4d615382a559.md,visual_audits/iclr-2026-4d615382a559.json,https://openreview.net/forum?id=y3oHMcoItR
iclr-2026-a3ff676bae31,ICLR,oral,Reasoning as Representation: Rethinking Visual Reinforcement Learning in Image Quality Assessment,9,11,11,9,partial_visual_source,https://github.com/xuanyuzhang21/RALI,visual_audits/iclr-2026-a3ff676bae31.md,visual_audits/iclr-2026-a3ff676bae31.json,https://openreview.net/forum?id=DkHt2K1g2Y
iclr-2026-82716d8e922b,ICLR,oral,Reducing Belief Deviation in Reinforcement Learning for Active Reasoning of LLM Agents,15,8,9,14,exact_visual_source,https://arxiv.org/abs/2510.12264,visual_audits/iclr-2026-82716d8e922b.md,visual_audits/iclr-2026-82716d8e922b.json,https://openreview.net/forum?id=r8hzDA3pUY
iclr-2026-6e52571c3da4,ICLR,oral,RefineStat: Efficient Exploration for Probabilistic Program Synthesis,2,9,8,3,repository_without_visual_source,https://github.com/structuredllm/RefineStat,visual_audits/iclr-2026-6e52571c3da4.md,visual_audits/iclr-2026-6e52571c3da4.json,https://openreview.net/forum?id=SAl337ZX5d
iclr-2026-77178098d85f,ICLR,oral,Reliable Weak-to-Strong Monitoring of LLM Agents,23,3,5,21,partial_visual_source,https://github.com/scaleapi/mrt,visual_audits/iclr-2026-77178098d85f.md,visual_audits/iclr-2026-77178098d85f.json,https://openreview.net/forum?id=WV7xIboTDK
iclr-2026-6f113e6f8081,ICLR,oral,Revela: Dense Retriever Learning via Language Modeling,7,19,5,21,partial_visual_source,https://github.com/TRUMANCFY/Revela,visual_audits/iclr-2026-6f113e6f8081.md,visual_audits/iclr-2026-6f113e6f8081.json,https://openreview.net/forum?id=e7pAjJZJWb
iclr-2026-f8c3d1a8ada1,ICLR,oral,Rodrigues Network for Learning Robot Actions,6,12,8,10,partial_visual_source,https://github.com/mzhmxzh/RodriguesNetwork,visual_audits/iclr-2026-f8c3d1a8ada1.md,visual_audits/iclr-2026-f8c3d1a8ada1.json,https://openreview.net/forum?id=IZHk6BXBST
iclr-2026-0e6979a1fd18,ICLR,oral,SANA-Video: Efficient Video Generation with Block Linear Diffusion Transformer,15,9,12,12,partial_visual_source,https://github.com/NVlabs/Sana,visual_audits/iclr-2026-0e6979a1fd18.md,visual_audits/iclr-2026-0e6979a1fd18.json,https://openreview.net/forum?id=mzAchylAtf
iclr-2026-e87e18e18569,ICLR,oral,SWINGARENA: Adversarial Programming Arena for Long-context GitHub Issue Solving,7,6,6,7,partial_visual_source,https://github.com/menik1126/Swing-Bench,visual_audits/iclr-2026-e87e18e18569.md,visual_audits/iclr-2026-e87e18e18569.json,https://openreview.net/forum?id=YuxgSGFaqb
iclr-2026-9f44d179b34e,ICLR,oral,SafeDPO: A Simple Approach to Direct Preference Optimization with Enhanced Safety,4,29,6,27,repository_without_visual_source,https://github.com/ZhimingZhang2005/safedpo-repro,visual_audits/iclr-2026-9f44d179b34e.md,visual_audits/iclr-2026-9f44d179b34e.json,https://openreview.net/forum?id=PJdw4VBsXD
iclr-2026-72f24b2e940f,ICLR,oral,Scaling Laws and Spectra of Shallow Neural Networks in the Feature Learning Regime,8,0,3,5,partial_visual_source,https://github.com/SPOC-group/QuadraticNetPowerlaw,visual_audits/iclr-2026-72f24b2e940f.md,visual_audits/iclr-2026-72f24b2e940f.json,https://openreview.net/forum?id=Q3yLIIkt7z
iclr-2026-9dbde6327464,ICLR,oral,Seeing Through the Brain: New Insights from Decoding Visual Stimuli with fMRI,7,9,8,8,repository_without_visual_source,https://github.com/GraphmindDartmouth/PRISM,visual_audits/iclr-2026-9dbde6327464.md,visual_audits/iclr-2026-9dbde6327464.json,https://openreview.net/forum?id=88ZLp7xYxw
iclr-2026-31327f1d20e6,ICLR,oral,SimuHome: A Temporal- and Environment-Aware Benchmark for Smart Home LLM Agents,6,14,8,12,partial_visual_source,https://github.com/holi-lab/SimuHome,visual_audits/iclr-2026-31327f1d20e6.md,visual_audits/iclr-2026-31327f1d20e6.json,https://openreview.net/forum?id=LCS1WsGvha
iclr-2026-8015e8f6dc9a,ICLR,oral,Softmax Transformers are Turing-Complete,1,3,2,2,no_public_source_found,,visual_audits/iclr-2026-8015e8f6dc9a.md,visual_audits/iclr-2026-8015e8f6dc9a.json,https://openreview.net/forum?id=FdkPOHlChS
iclr-2026-9ba8184b9ae8,ICLR,oral,Speculative Actions: A Lossless Framework for Faster AI Agents,9,3,7,5,partial_visual_source,https://github.com/naimengye/speculative-action,visual_audits/iclr-2026-9ba8184b9ae8.md,visual_audits/iclr-2026-9ba8184b9ae8.json,https://openreview.net/forum?id=P0GOk5wslg
iclr-2026-0f9a4f0ba34a,ICLR,oral,Stable Video Infinity: Infinite-Length Video Generation with Error Recycling,18,12,13,17,repository_without_visual_source,https://github.com/vita-epfl/Stable-Video-Infinity,visual_audits/iclr-2026-0f9a4f0ba34a.md,visual_audits/iclr-2026-0f9a4f0ba34a.json,https://openreview.net/forum?id=X96Ei9n34a
iclr-2026-9bfcc62a75a1,ICLR,oral,Structured Flow Autoencoders: Learning Structured Probabilistic Representations with Flow Matching,10,4,8,6,no_public_source_found,,visual_audits/iclr-2026-9bfcc62a75a1.md,visual_audits/iclr-2026-9bfcc62a75a1.json,https://openreview.net/forum?id=KYdfvF2SZN
iclr-2026-198f06993051,ICLR,oral,TTSDS2: Resources and Benchmark for Evaluating Human-Quality Text to Speech Systems,8,8,8,8,repository_without_visual_source,https://github.com/ttsds/daisy,visual_audits/iclr-2026-198f06993051.md,visual_audits/iclr-2026-198f06993051.json,https://openreview.net/forum?id=uGai5lYHlV
iclr-2026-ac7703f2b4ec,ICLR,oral,TabStruct: Measuring Structural Fidelity of Tabular Data,9,66,6,69,repository_without_visual_source,https://github.com/SilenceX12138/TabStruct,visual_audits/iclr-2026-ac7703f2b4ec.md,visual_audits/iclr-2026-ac7703f2b4ec.json,https://openreview.net/forum?id=XOPH34Extq
iclr-2026-7833e39d5371,ICLR,oral,Taming Momentum: Rethinking Optimizer States Through Low-Rank Approximation,3,4,6,1,repository_without_visual_source,https://github.com/mrflogs/LoRA-Pre,visual_audits/iclr-2026-7833e39d5371.md,visual_audits/iclr-2026-7833e39d5371.json,https://openreview.net/forum?id=9Q0dNBYeEY
iclr-2026-8374ca36d622,ICLR,oral,Temporal Sparse Autoencoders: Leveraging the Sequential Nature of Language for Interpretability,12,10,7,15,partial_visual_source,https://github.com/AI4LIFE-GROUP/temporal-saes,visual_audits/iclr-2026-8374ca36d622.md,visual_audits/iclr-2026-8374ca36d622.json,https://openreview.net/forum?id=bojVI4l9Kn
iclr-2026-7d504a5c8916,ICLR,oral,Text-to-3D by Stitching a Multi-view Reconstruction Network to a Video Generator,16,7,11,12,partial_visual_source,https://github.com/gohyojun15/VIST3A,visual_audits/iclr-2026-7d504a5c8916.md,visual_audits/iclr-2026-7d504a5c8916.json,https://openreview.net/forum?id=kI27Niy4xY
iclr-2026-fe86008e62d4,ICLR,oral,The Polar Express: Optimal Matrix Sign Methods and their Application to the Muon Algorithm,18,0,6,12,partial_visual_source,https://github.com/modichirag/GPT-opt/tree/polar,visual_audits/iclr-2026-fe86008e62d4.md,visual_audits/iclr-2026-fe86008e62d4.json,https://openreview.net/forum?id=yRtgZ1K8hO
iclr-2026-0b114f73a492,ICLR,oral,ThinKV: Thought-Adaptive KV Cache Compression for Efficient Reasoning Models,18,15,16,17,no_public_source_found,,visual_audits/iclr-2026-0b114f73a492.md,visual_audits/iclr-2026-0b114f73a492.json,https://openreview.net/forum?id=M3CeHnZKNC
iclr-2026-e7be893c9452,ICLR,oral,Through the Lens of Contrast: Self-Improving Visual Reasoning in VLMs,9,4,10,3,partial_visual_source,https://github.com/zhiyupan42/VC-STaR,visual_audits/iclr-2026-e7be893c9452.md,visual_audits/iclr-2026-e7be893c9452.json,https://openreview.net/forum?id=ZymCPON45y
iclr-2026-322bd0a9b17a,ICLR,oral,TileLang: Bridge Programmability and Performance in Modern Neural Kernels,19,19,10,28,exact_visual_source,https://github.com/tile-ai/tilelang,visual_audits/iclr-2026-322bd0a9b17a.md,visual_audits/iclr-2026-322bd0a9b17a.json,https://openreview.net/forum?id=Jb1WkNSfUB
iclr-2026-0aa8e3fa3f6d,ICLR,oral,To Infinity and Beyond: Tool-Use Unlocks Length Generalization in State Space Models,10,2,4,8,no_public_source_found,,visual_audits/iclr-2026-0aa8e3fa3f6d.md,visual_audits/iclr-2026-0aa8e3fa3f6d.json,https://openreview.net/forum?id=sSfep4udCb
iclr-2026-8148e4ce6cb5,ICLR,oral,Token-Importance Guided Direct Preference Optimization,6,15,6,15,repository_without_visual_source,https://github.com/gracefulning/TIDPO,visual_audits/iclr-2026-8148e4ce6cb5.md,visual_audits/iclr-2026-8148e4ce6cb5.json,https://openreview.net/forum?id=cMEnMVvMw9
iclr-2026-4826a74c05ee,ICLR,oral,Train-before-Test Harmonizes Language Model Rankings,15,8,10,13,partial_visual_source,https://github.com/socialfoundations/lm-harmony,visual_audits/iclr-2026-4826a74c05ee.md,visual_audits/iclr-2026-4826a74c05ee.json,https://openreview.net/forum?id=ORv3SAzus1
iclr-2026-c5caee9922e5,ICLR,oral,Triple-BERT: Do We Really Need MARL for Order Dispatch on Ride-Sharing Platforms?,6,10,5,11,partial_visual_source,https://github.com/RS2002/Triple-BERT,visual_audits/iclr-2026-c5caee9922e5.md,visual_audits/iclr-2026-c5caee9922e5.json,https://openreview.net/forum?id=symgW6FhA6
iclr-2026-e7ef44128dd8,ICLR,oral,True Self-Supervised Novel View Synthesis is Transferable,3,9,4,8,partial_visual_source,https://github.com/vsitzmann/xfactor-nvs,visual_audits/iclr-2026-e7ef44128dd8.md,visual_audits/iclr-2026-e7ef44128dd8.json,https://openreview.net/forum?id=aJJppqAm6r
iclr-2026-e943a2f002d1,ICLR,oral,"UALM: Unified Audio Language Model for Understanding, Generation and Reasoning",7,8,10,5,repository_without_visual_source,https://github.com/NVIDIA/audio-intelligence/tree/main/UALM,visual_audits/iclr-2026-e943a2f002d1.md,visual_audits/iclr-2026-e943a2f002d1.json,https://openreview.net/forum?id=TsdlOjcQNu
iclr-2026-106be5e431a2,ICLR,oral,Uncover Underlying Correspondence for Robust Multi-view Clustering,8,4,5,7,partial_visual_source,https://github.com/XLearning-SCU/2026-ICLR-CorreGen,visual_audits/iclr-2026-106be5e431a2.md,visual_audits/iclr-2026-106be5e431a2.json,https://openreview.net/forum?id=a4S1nQay3b
iclr-2026-3b8d372687ad,ICLR,oral,Veritas: Generalizable Deepfake Detection via Pattern-Aware Reasoning,40,19,14,45,exact_visual_source,https://github.com/EricTan7/Veritas,visual_audits/iclr-2026-3b8d372687ad.md,visual_audits/iclr-2026-3b8d372687ad.json,https://openreview.net/forum?id=5VXJPS1HoM
iclr-2026-a15993a7b6c3,ICLR,oral,VibeVoice: Expressive Podcast Generation with Next-Token Diffusion,6,11,6,11,partial_visual_source,microsoft/VibeVoice,visual_audits/iclr-2026-a15993a7b6c3.md,visual_audits/iclr-2026-a15993a7b6c3.json,https://openreview.net/forum?id=FihSkzyxdv
iclr-2026-2f4f189e96a1,ICLR,oral,Vid-LLM: A Compact Video-based 3D Multimodal LLM with Reconstruction–Reasoning Synergy,7,9,11,5,partial_visual_source,https://github.com/chenhaijier/Vid-LLM,visual_audits/iclr-2026-2f4f189e96a1.md,visual_audits/iclr-2026-2f4f189e96a1.json,https://openreview.net/forum?id=l1cLdEjESj
iclr-2026-dedfde9d7c99,ICLR,oral,Visual Planning: Let's Think Only with Images,16,13,8,21,exact_visual_source,https://github.com/yix8/VisualPlanning,visual_audits/iclr-2026-dedfde9d7c99.md,visual_audits/iclr-2026-dedfde9d7c99.json,https://openreview.net/forum?id=wsnse46kRO
iclr-2026-09d94b8d6d44,ICLR,oral,Visual symbolic mechanisms: Emergent symbol processing in Vision Language Models,47,1,7,41,partial_visual_source,https://github.com/xzyu02/2952x-25fall-final-project,visual_audits/iclr-2026-09d94b8d6d44.md,visual_audits/iclr-2026-09d94b8d6d44.json,https://openreview.net/forum?id=3RQ863cRbx
iclr-2026-9b8d9a086a72,ICLR,oral,WAFT: Warping-Alone Field Transforms for Optical Flow,4,6,9,1,partial_visual_source,https://github.com/princeton-vl/WAFT,visual_audits/iclr-2026-9b8d9a086a72.md,visual_audits/iclr-2026-9b8d9a086a72.json,https://openreview.net/forum?id=HTqGE0KcuF
iclr-2026-747836133659,ICLR,oral,WebDevJudge: Evaluating (M)LLMs as Critiques for Web Development Quality,11,14,11,14,partial_visual_source,https://github.com/lcy2723/WebDevJudge,visual_audits/iclr-2026-747836133659.md,visual_audits/iclr-2026-747836133659.json,https://openreview.net/forum?id=CCSPm6V5EF
iclr-2026-d8ed6882cb29,ICLR,oral,What's In My Human Feedback? Learning Interpretable Descriptions of Preference Data,9,18,4,23,partial_visual_source,https://github.com/rmovva/wimhf,visual_audits/iclr-2026-d8ed6882cb29.md,visual_audits/iclr-2026-d8ed6882cb29.json,https://openreview.net/forum?id=sC6A1bFDUt
iclr-2026-ced84acacce8,ICLR,oral,Why Low-Precision Transformer Training Fails: An Analysis on Flash Attention,13,0,7,6,repository_without_visual_source,https://github.com/ucker/why-low-precision-training-fails,visual_audits/iclr-2026-ced84acacce8.md,visual_audits/iclr-2026-ced84acacce8.json,https://openreview.net/forum?id=0jHyEKHDyx
iclr-2026-4d1471a91635,ICLR,oral,World-In-World: World Models in a Closed-Loop World,18,11,13,16,partial_visual_source,https://github.com/World-In-World/world-in-world,visual_audits/iclr-2026-4d1471a91635.md,visual_audits/iclr-2026-4d1471a91635.json,https://openreview.net/forum?id=yDmb7xAfeb
iclr-2026-24987e898413,ICLR,oral,mCLM: A Modular Chemical Language Model that Generates Functional and Makeable Molecules,13,11,7,17,repository_without_visual_source,https://github.com/blender-nlp/mCLM,visual_audits/iclr-2026-24987e898413.md,visual_audits/iclr-2026-24987e898413.json,https://openreview.net/forum?id=r2HG3xOMJI
iclr-2026-a6ddc629568b,ICLR,outstanding,LLMs Get Lost In Multi-Turn Conversation,10,10,6,14,partial_visual_source,https://github.com/microsoft/lost_in_conversation,visual_audits/iclr-2026-a6ddc629568b.md,visual_audits/iclr-2026-a6ddc629568b.json,https://openreview.net/forum?id=VKGTGGcwl6
iclr-2026-88c6c50ec3eb,ICLR,outstanding,Transformers are Inherently Succinct,0,0,0,0,repository_without_visual_source,https://github.com/sjkncs/transformer-succinctness-reproduction,visual_audits/iclr-2026-88c6c50ec3eb.md,visual_audits/iclr-2026-88c6c50ec3eb.json,https://openreview.net/forum?id=Yxz92UuPLQ
icml-2026-b8bfc5f3f2ec,ICML,oral,AI Engram: In Search of Memory Traces in Artificial Intelligence,18,9,13,14,partial_visual_source,https://github.com/jeakwon/ai-engram,visual_audits/icml-2026-b8bfc5f3f2ec.md,visual_audits/icml-2026-b8bfc5f3f2ec.json,https://openreview.net/forum?id=QZO3oby12w
icml-2026-32a8402c370d,ICML,oral,Asymmetric Perturbation in Solving Bilinear Saddle-Point Optimization,9,4,4,9,partial_visual_source,https://github.com/CyberAgentAILab/asymmetrically-perturbed-gda,visual_audits/icml-2026-32a8402c370d.md,visual_audits/icml-2026-32a8402c370d.json,https://openreview.net/forum?id=fyae4jQ9Lw
icml-2026-95c954ca7cb0,ICML,oral,Bad Seeing or Bad Thinking? Rewarding Perception for Multimodal Reasoning,5,6,8,3,no_public_source_found,,visual_audits/icml-2026-95c954ca7cb0.md,visual_audits/icml-2026-95c954ca7cb0.json,https://openreview.net/forum?id=duzdftKtUA
icml-2026-7207f7ebdc88,ICML,oral,CAT-Q: Cost-efficient and Accurate Ternary Quantization for LLMs,14,15,16,13,partial_visual_source,https://github.com/IntelChina-AI/BitTern,visual_audits/icml-2026-7207f7ebdc88.md,visual_audits/icml-2026-7207f7ebdc88.json,https://openreview.net/forum?id=9uZJLXt7fq
icml-2026-734764c3c087,ICML,oral,CLEAR: Context-Aware Learning with End-to-End Mask-Free Inference for Adaptive Video Subtitle Removal,11,3,9,5,repository_without_visual_source,https://github.com/silent-commit/CLEAR,visual_audits/icml-2026-734764c3c087.md,visual_audits/icml-2026-734764c3c087.json,https://openreview.net/forum?id=HszNb2xE7P
icml-2026-5e9fe0b20cf5,ICML,oral,DISCO: Mitigating Bias in Deep Learning with Conditional Distance Correlation,12,7,7,12,repository_without_visual_source,https://github.com/yakamoz5/DISCO,visual_audits/icml-2026-5e9fe0b20cf5.md,visual_audits/icml-2026-5e9fe0b20cf5.json,https://openreview.net/forum?id=TYjTWxDOOC
icml-2026-cb506acd46ca,ICML,oral,DiScoFormer: Plug-In Density and Score Estimation with Transformers,15,6,17,4,partial_visual_source,https://github.com/celerychen/discoformer,visual_audits/icml-2026-cb506acd46ca.md,visual_audits/icml-2026-cb506acd46ca.json,https://openreview.net/forum?id=gyOWJpP8cQ
icml-2026-21bf37d1d47a,ICML,oral,Disentangling Latent Risk Pathways via Bayesian Hypergraph Inference,11,10,10,11,partial_visual_source,https://github.com/Naomi-Ding/BHPI,visual_audits/icml-2026-21bf37d1d47a.md,visual_audits/icml-2026-21bf37d1d47a.json,https://openreview.net/forum?id=vNfbqRzash
icml-2026-e727e683b443,ICML,oral,Equivalence of Context and Parameter Updates in Modern Transformer Blocks,13,1,6,8,repository_without_visual_source,https://github.com/MachineLearning-Nerd/icml26-context-parameter-equivalence,visual_audits/icml-2026-e727e683b443.md,visual_audits/icml-2026-e727e683b443.json,https://openreview.net/forum?id=aZ5Di8Ii4X
icml-2026-ba706ff6b691,ICML,oral,Error Propagation Mechanisms and Compensation Strategies for Quantized Diffusion Models,4,9,5,8,no_public_source_found,,visual_audits/icml-2026-ba706ff6b691.md,visual_audits/icml-2026-ba706ff6b691.json,https://openreview.net/forum?id=4YIY66tpvQ
icml-2026-9407bcbd715b,ICML,oral,Exact Functional ANOVA Decomposition for Categorical Inputs Models,3,8,10,1,partial_visual_source,https://github.com/BapFr/Exact-Functional-ANOVA-Decomposition-for-Categorical-Inputs-Models,visual_audits/icml-2026-9407bcbd715b.md,visual_audits/icml-2026-9407bcbd715b.json,https://openreview.net/forum?id=qC9FEfYjai
icml-2026-eb5aba1da40d,ICML,oral,Expressivity-Efficiency Tradeoffs for Hybrid Sequence Models,16,2,9,9,partial_visual_source,https://github.com/SprocketLab/hybrid-expressivity,visual_audits/icml-2026-eb5aba1da40d.md,visual_audits/icml-2026-eb5aba1da40d.json,https://openreview.net/forum?id=82EJxJzG6r
icml-2026-8c4a48256331,ICML,oral,FlashSinkhorn: IO-Aware Entropic Optimal Transport on GPU,8,24,8,24,repository_without_visual_source,https://github.com/ot-triton-lab/flash-sinkhorn,visual_audits/icml-2026-8c4a48256331.md,visual_audits/icml-2026-8c4a48256331.json,https://openreview.net/forum?id=VzIA4MASxK
icml-2026-c61e72161d50,ICML,oral,FlashSketch: Sketch-Kernel Co-Design for Fast Sparse Sketching on GPUs,134,1,5,130,exact_visual_source,https://github.com/rajatvd/flash-sketch-arxiv,visual_audits/icml-2026-c61e72161d50.md,visual_audits/icml-2026-c61e72161d50.json,https://openreview.net/forum?id=cCwxV6rSXF
icml-2026-f2ef0d36bc74,ICML,oral,Focus and Dilution: The Multi-stage Learning Process of Attention,3,0,3,0,repository_without_visual_source,https://github.com/MiracleLin001/Transformer_Training_Dynamics,visual_audits/icml-2026-f2ef0d36bc74.md,visual_audits/icml-2026-f2ef0d36bc74.json,https://openreview.net/forum?id=LF4YsCYfrf
icml-2026-121abf6fcacd,ICML,oral,How Many Different Outputs Can a Transformer Generate?,11,3,5,9,partial_visual_source,https://github.com/mario-michelessa/transformers_accessibility,visual_audits/icml-2026-121abf6fcacd.md,visual_audits/icml-2026-121abf6fcacd.json,https://openreview.net/forum?id=x4xOtzoYa6
icml-2026-e0395b78826d,ICML,oral,"Is Your LLM Overcharging You? Tokenization, Transparency, and Incentives",12,1,4,9,exact_visual_source,https://github.com/Human-Centric-Machine-Learning/token-pricing,visual_audits/icml-2026-e0395b78826d.md,visual_audits/icml-2026-e0395b78826d.json,https://openreview.net/forum?id=aGaBFE9pta
icml-2026-4f5bde46fdf3,ICML,oral,Learning Unmasking Policies for Diffusion Language Models,33,5,9,29,repository_without_visual_source,https://github.com/apple/ml-rl-dllm,visual_audits/icml-2026-4f5bde46fdf3.md,visual_audits/icml-2026-4f5bde46fdf3.json,https://openreview.net/forum?id=F9NDKf5oPy
icml-2026-c53ab491ce08,ICML,oral,Learning to Theorize the World from Observation,22,27,10,39,partial_visual_source,https://github.com/DoojinBaek/DoojinBaek.github.io,visual_audits/icml-2026-c53ab491ce08.md,visual_audits/icml-2026-c53ab491ce08.json,https://openreview.net/forum?id=wsA8LgHU5U
icml-2026-97ca1f9966be,ICML,oral,Markov Chain Monte Carlo without Evaluating the Target: an Auxiliary Variable Approach,13,7,5,15,repository_without_visual_source,https://github.com/ywwes26/Auxiliary-MCMC,visual_audits/icml-2026-97ca1f9966be.md,visual_audits/icml-2026-97ca1f9966be.json,https://openreview.net/forum?id=dDkl5ZcyTl
icml-2026-ca6b03466916,ICML,oral,Maximum Likelihood Reinforcement Learning,31,10,9,32,partial_visual_source,https://github.com/tajwarfahim/maxrl,visual_audits/icml-2026-ca6b03466916.md,visual_audits/icml-2026-ca6b03466916.json,https://openreview.net/forum?id=EeuLO2BjFN
icml-2026-1e762aa63b55,ICML,oral,Midtraining Bridges Pretraining and Posttraining Distributions,13,8,9,12,exact_visual_source,https://arxiv.org/abs/2510.14865,visual_audits/icml-2026-1e762aa63b55.md,visual_audits/icml-2026-1e762aa63b55.json,https://openreview.net/forum?id=5PfEQzE9bf
