paper_id,conference,title,discovery_status,discovered_repository,discovery_method,discovery_evidence,default_branch,candidate_repositories,candidate_scores,search_repositories,visual_source_files,best_pdf_context,text_path
iclr-2026-4d1471a91635,ICLR,World-In-World: World Models in a Closed-Loop World,exact_visual_source,World-In-World/world-in-world,github_title_search_verified,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=world; matched=closed,loop,world",main,Lightricks/LTX-Video-Trainer|modelscope/DiffSynth-Studio|nvidia-cosmos/cosmos-predict2|pixeli99/SVD_Xtend,0|0|0|-3,World-In-World/world-in-world|knightnemo/Awesome-World-Models|nik-55/world-models|worldbench/awesome-3d-4d-world-models|NTUMARS/Awesome-World-Model-for-Robotics-Policy,FTsvd/diffusers-private/diffusers/dependency_versions_table.py|downstream/world-in-world-manip/wiw_manip/evaluator/config/visual_icl_examples/eb_navigation/ebnav_visual_icl.py|subtrees/open-eqa/data/metrics/gpt_answer-metrics.json|subtrees/open-eqa/data/results/AEQA_blind/open-eqa-41-Qwen--Qwen2.5-VL-72B-Instruct-AWQ-1234.json|subtrees/open-eqa/data/results/AEQA_blind/open-eqa-184-Qwen--Qwen2.5-VL-72B-Instruct-AWQ-1234.json,") Train Res. Notes Post-training on Habitat-Sim data Cosmos-Predict2† (Agarwal et al., 2025) Habitat-Sim github.com/nvidia-cosmos/cosmos-predict2 13 576 × 1024 Official repo LTX-Video† (HaCohen et al., 2024) Habitat-Sim github.com/Lightricks/LTX-Video-Trainer 17 576 × 1024 Official repo Wan2.1† (Wan et al., 2025) Habitat-Sim github.com/modelscope/DiffSynth-Studio 13 576 × 1024 Official repo Wan2.2 (5B)† (Wan et al., 2025) Habitat-Sim github.com/mode",corpus/text/iclr-2026-4d1471a91635.txt
iclr-2026-4d615382a559,ICLR,RealPDEBench: A Benchmark for Complex Physical Systems with Real-World Data,repository_without_visual_source,AI4Science-WestlakeU/RealPDEBench,github_title_search_verified,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=realpdebench; matched=benchmark,complex,data,physical,real,realpdebench,systems,world",main,Shrediquette/PIVlab|WaterLily-jl/WaterLily.jl|weymouth/lily-pad,0|0|0,AI4Science-WestlakeU/RealPDEBench|gtdu1/unet_change|gtdu1/unet|hhw11/AI-for-science-paper-oral-and-spotlight-|EMLS-ICTCAS/ZKHC-Physics-Informed,,") with a 24 × 24 pixel IA (50% overlap). A 2 × 3-point Gaussian fitting algorithm was employed for sub-pixel displace- ment estimation. Following computation, raw vector fields underwent a rigorous post-processing 2 https://piv.com.sg/. 3 https://github.com/Shrediquette/PIVlab. 29 Published as a conference paper at ICLR 2026 routine to reject spurious vectors. This process included a global rectangular velocity limit deter- mined via histogram analysis, followed sequentially b",corpus/text/iclr-2026-4d615382a559.txt
iclr-2026-4ddcea898ef4,ICLR,Latent Fourier Transform,no_public_source_found,,,,,maswang32/latentfouriertransform,0,,,"mo Dub- nov. Musicldm: Enhancing novelty in text-to-music generation using beat-synchronous mixup strategies. In ICASSP 2024-2024 IEEE International Conference on Acoustics, Speech and Sig- nal Processing (ICASSP), pp. 1206–1210. IEEE, 2024. 5 https://github.com/maswang32/latentfouriertransform/ 11 Published as a conference paper at ICLR 2026 Lu Chi, Borui Jiang, and Yadong Mu. Fast fourier convolution. Advances in Neural Information Processing Systems, 33:4479–4488, 2020. Jooyoung Choi, Sungw",corpus/text/iclr-2026-4ddcea898ef4.txt
iclr-2026-4e1d7790186d,ICLR,Generative Universal Verifier as Multimodal Meta-Reasoner,no_public_source_found,,,,,black-forest-labs/flux,0,,,"ang, Rishabh Agarwal, Yi Su, John D Co-Reyes, Avi Singh, Kate Baumli, Shariq Iqbal, Colton Bishop, Rebecca Roelofs, et al. Training language models to self-correct via reinforcement learning. arXiv preprint arXiv:2409.12917, 2024. Black Forest Labs. Flux. https://github.com/black-forest-labs/flux, 2024. Bo Li, Yuanhan Zhang, Dong Guo, Renrui Zhang, Feng Li, Hao Zhang, Kaichen Zhang, Yanwei Li, Ziwei Liu, and Chunyuan Li. Llava-onevision: Easy visual task transfer. TMLR 2025, 2024. Junnan Li, Dongxu Li, Silvio Savarese, and Steven Hoi. Blip-2: Bootst",corpus/text/iclr-2026-4e1d7790186d.txt
iclr-2026-4f0f02a727a0,ICLR,AutoEP: LLMs-Driven Automation of Hyperparameter Evolution for Metaheuristic Algorithms,repository_without_visual_source,YiZheZhang12/AutoEP,explicit_pdf_url,metadata_title_exact=0; readme_title_exact=0; token_recall=0.125; anchors=autoep; matched=autoep; explicit_code_context=1,main,YiZheZhang12/AutoEP,17,,,"ds. Notably, our framework enables open-source models like Qwen3-30B to match the performance of GPT-4, demonstrating a powerful and accessible new paradigm for automated hyperparam- eter design. Our code is available at https://github.com/YiZheZhang12/AutoEP. 1 I NTRODUCTION The performance of complex algorithms, from numerical optimizers to machine learning models, is critically governed by their internal hyperparameters. Dynamically adapting these parameters to suit the problem instance at hand represent",corpus/text/iclr-2026-4f0f02a727a0.txt
iclr-2026-51378f92df54,ICLR,LongWriter-Zero: Mastering Ultra-Long Text Generation via Reinforcement Learning,no_public_source_found,,,,,,,,,,corpus/text/iclr-2026-51378f92df54.txt
iclr-2026-51419d6897b2,ICLR,How Reliable is Language Model Micro-Benchmarking?,exact_visual_source,dill-lab/micro-benchmarking-reliability,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=benchmarking,language,micro,reliable; matched=benchmarking,how,language,micro,reliable; explicit_code_context=0",main,dill-lab/micro-benchmarking-reliability,8,,figure-1.py|figure-2.py|figure-3.py|figure-4.py|figure-5.py|figure-6.py|plot_utils.py|figure-6-all-benchmarks.py|figure-6-combine-subtasks.py|figure-4-separate-subtasks.py|figure-num-source-models-panel.py|figure-different-thresholds-mdad.py,"airwise comparisons are not likely to be preserved. Our work provides actionable guidance for both micro-benchmark users and developers in navigating the trade-off between evaluation efficiency and reliability. Code and data are at: github.com/dill-lab/micro-benchmarking-reliability 1 I NTRODUCTION Micro-benchmarking methods reduce the evaluation time of language models by predicting perfor- mance on a full benchmark from performance on a small subset (Vivek et al., 2024; Polo et al., 2024; Perlitz et al., 2024; Ye et al., 2023; Gup",corpus/text/iclr-2026-51419d6897b2.txt
iclr-2026-557a29cfb5fa,ICLR,Compositional Diffusion with Guided search for Long-Horizon Planning,no_public_source_found,,,,,,,,,,corpus/text/iclr-2026-557a29cfb5fa.txt
iclr-2026-5d471305c6f6,ICLR,HATSolver: Learning Gröbner Bases with Hierarchical Attention Transformers,no_public_source_found,,,,,HiroshiKERA/transformer-groebner,0,,,"eration process in alignment with previous studies. We have included a comprehensive list of hyperparameters used in our experiments in Appendix F tables 6 and 12 to facilitate exact replication of our training and evaluation procedures. Our own 1 https://github.com/HiroshiKERA/transformer-groebner 10 codebase is not publicly available yet. However, we plan to open source it in the future to enable the research community to validate and build upon our results. R EFERENCES Martin R. Albrecht, Carlo",corpus/text/iclr-2026-5d471305c6f6.txt
iclr-2026-629630d76e2f,ICLR,Discount Model Search for Quality Diversity Optimization in High-Dimensional Measure Spaces,exact_visual_source,icaros-usc/discount-models,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=dimensional,discount,diversity,high,measure,optimization; matched=dimensional,discount,diversity,high,measure,optimization,quality,search,spaces; explicit_code_context=1",main,icaros-usc/discount-models|fogleman/primitive|kennycason/genetic_draw,15|0|0,,analysis/table.tex|src/utils/text_plot.py|analysis/src/analysis/figures.py|analysis/src/analysis/plot_metrics.py,"in Algorithm 1. We include de- tails of our domains and experimental setup in Sec. 6 and Sec. 7, along with hyperparameters in Ap- pendix C, extended domain details in Appendix E, and further implementation details in Appendix F. We have released our code at https://github.com/icaros-usc/discount-models. Inside the code repository, a README file lists instructions for setting up the environment and reproducing all experiments in this paper. ACKNOWLEDGMENTS We thank Varun Bhatt, Saeed Hedayatian, and Aaquib Tabrez for their insightful feedback. This work was",corpus/text/iclr-2026-629630d76e2f.txt
iclr-2026-62e38d16d6a3,ICLR,In-the-Flow Agentic System Optimization for Effective Planning and Tool Use,repository_without_visual_source,lupantech/AgentFlow,github_title_search_verified,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=agentic,flow,optimization,system; matched=agentic,effective,flow,optimization,planning,system,tool,use",main,,,lupantech/AgentFlow|kyegomez/awesome-multi-agent-papers|selfimproving-agent/Awesome-Self-Improving-Agents|fanlai0990/CS598|zjunlp/LLMAgentPapers,,,corpus/text/iclr-2026-62e38d16d6a3.txt
iclr-2026-649b366699a1,ICLR,MetaEmbed: Scaling Multimodal Retrieval at Test-Time with Flexible Late Interaction,exact_visual_source,facebookresearch/MetaEmbed,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=metaembed; matched=flexible,interaction,late,metaembed,multimodal,retrieval,scaling,test,time; explicit_code_context=1",main,facebookresearch/MetaEmbed,17,,colpali_engine/collators/visual_retriever_collator.py,"ding Benchmark (MMEB) and the Visual Document Retrieval Benchmark (Vi- DoRe) confirm that M ETA E MBED achieves state-of-the-art retrieval performance while scaling robustly to models with 32B parameters. Code is available at https://github.com/facebookresearch/MetaEmbed. 1 I NTRODUCTION Multimodal embedding models play an essential role in image search (Gordo et al., 2016), visual question answering (Hu et al., 2018; Zheng et al., 2021) and visual document retrieval (Faysse et al., 2025), where models project heterogeneo",corpus/text/iclr-2026-649b366699a1.txt
iclr-2026-64b7228ce25e,ICLR,Information Shapes Koopman Representation,repository_without_visual_source,Wenxuan52/InformationKoopman,explicit_pdf_url,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=information,koopman,shapes; matched=information,koopman,representation,shapes; explicit_code_context=1",master,Wenxuan52/InformationKoopman|dynamicslab/pykoopman|ericjang/e2c|Hy23333/PFNN,14|9|9|9,,,"retical predictions. Finally, we validate our approach across a diverse range of dynamical systems, demonstrating improved performance over exist- ing Koopman learning methods. The implementation is publicly available at https://github.com/Wenxuan52/InformationKoopman. 1 I NTRODUCTION Modeling and predicting the behavior of nonlinear dynamical systems are fundamental problems in science and engineering (Brunton et al., 2020; Kovachki et al., 2023; Mezic, 2020). Classical approaches typically rely on nonlinear diff",corpus/text/iclr-2026-64b7228ce25e.txt
iclr-2026-6962fe3d904f,ICLR,Extending Sequence Length is Not All You Need: Effective Integration of Multimodal Signals for Gene Expression Prediction,repository_without_visual_source,yangzhao1230/Prism,explicit_pdf_url,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=; matched=all,effective,expression,extending,gene,integration,length,multimodal,need,not,prediction,sequence; explicit_code_context=1",main,yangzhao1230/Prism,12,,,"learning rate schedules and batch sizes. Furthermore, the robustness of our results is thoroughly validated through systematic evaluations, detailed ablation studies, and hyperparameter sensitivity analyses presented throughout the paper. Code is available at https://github.com/yangzhao1230/Prism. ACKNOWLEDGEMENTS This work was supported in part by the National Natural Science Foundation of China No. 62376277, Public Computing Cloud, Renmin University of China, and fund for building world-class universities (disciplines) of Renmin University of China",corpus/text/iclr-2026-6962fe3d904f.txt
iclr-2026-6a94cca2daa0,ICLR,In-Place Test-Time Training,no_public_source_found,,,,,open-compass/opencompass,0,,,"ish Sabharwal, Carissa Schoenick, and Oyvind Tafjord. Think you have solved question answering? try arc, the ai2 reasoning challenge. arXiv:1803.05457v1, 2018. OpenCompass Contributors. Opencompass: A universal evaluation platform for foundation models. https://github.com/open-compass/opencompass, 2023. Zihang Dai, Zhilin Yang, Yiming Yang, Jaime Carbonell, Quoc V. Le, and Ruslan Salakhutdinov. Transformer-XL: Attentive language models beyond a fixed-length context. In Proceedings of the 57th Annual Meeting of the Association for Computational Lin",corpus/text/iclr-2026-6a94cca2daa0.txt
iclr-2026-6e52571c3da4,ICLR,RefineStat: Efficient Exploration for Probabilistic Program Synthesis,exact_visual_source,structuredllm/RefineStat,explicit_pdf_url,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=refinestat; matched=efficient,exploration,probabilistic,program,refinestat,synthesis; explicit_code_context=1",main,structuredllm/RefineStat,17,,refinestat/refinegen/itergen/case_studies/sql/create_table.py|refinestat/refinegen/itergen/itergen/syncode/syncode/utils/sql_spider_eval/preprocess/get_tables.py|refinestat/refinegen/itergen/itergen/syncode/syncode/utils/sql_spider_eval/evaluation_examples/examples/tables.json|refinestat/refinegen/itergen/case_studies/nlv/nlvcorpus/paper-chi21.pdf|refinestat/refinegen/itergen/itergen/syncode/syncode/utils/sql_spider_eval/evaluation_examples/examples/dev.json|refinestat/refinegen/itergen/itergen/syncode/syncode/utils/sql_spider_eval/evaluation_examples/examples/train_spider.json,"e models (SLMs) and find that it produces programs that are both syntactically sound and statistically reliable, often matching or surpassing those from closed-source large language models (e.g., OpenAI o3). Our code is available at https://github.com/structuredllm/RefineStat. 1 I NTRODUCTION Scientific discovery often requires expressing complex systems as statistical models. Finding appro- priate models that are both interpretable and computationally efficient is challenging. The vision of automating model discovery has a lo",corpus/text/iclr-2026-6e52571c3da4.txt
iclr-2026-6f113e6f8081,ICLR,Revela: Dense Retriever Learning via Language Modeling,repository_without_visual_source,TRUMANCFY/Revela,github_title_search_verified,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=revela; matched=dense,language,modeling,retriever,revela",main,TRUMANCFY/Revela,5,TRUMANCFY/Revela,,".e., self-supervised retriever learning (Izacard et al., 2022). Modern LMs (Grattafiori et al., 2024), a successful case of self-supervised learning, are typi- cally pretrained with the next-token prediction (NTP) paradigm, modeling dependencies among § https://github.com/TRUMANCFY/Revela https://huggingface.co/trumancai/Revela-3b 1 Published as a conference paper at ICLR 2026 PPL Lowering",corpus/text/iclr-2026-6f113e6f8081.txt
iclr-2026-707ee355091a,ICLR,A Representer Theorem for Hawkes Processes via Penalized Least Squares Minimization,repository_without_visual_source,HidKim/K2Hawkes,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=hawkes,least,minimization,penalized,processes,representer; matched=hawkes,least,minimization,penalized,processes,representer,squares,theorem; explicit_code_context=1",main,HidKim/K2Hawkes|SimiaoZuo/Transformer-Hawkes-Process,14|3,,,"2 λi (tn ) , (2) i∈U 0 n∈Ni i∈U 0 n∈Ni 1 Codes are available at: https://github.com/HidKim/K2Hawkes 2 Published as a conference paper at ICLR 2026 N (T ) where Ni = {n : un = i}n=1 denotes a subset of event indices associated with dimension i. Notably, the least squares cont",corpus/text/iclr-2026-707ee355091a.txt
iclr-2026-72f24b2e940f,ICLR,Scaling Laws and Spectra of Shallow Neural Networks in the Feature Learning Regime,partial_visual_source,SPOC-group/QuadraticNetPowerlaw,github_title_search_verified,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=feature,laws,networks,neural,regime,scaling; matched=feature,laws,networks,neural,regime,scaling,shallow,spectra",main,SPOC-group/QuadraticNetPowerlaw,-3,SPOC-group/QuadraticNetPowerlaw,fig/rates.pdf|fig/spectra.pdf,"em is convex we resort to using LBFGS with Wolfe line search. We used the PyTorch implementation of the optimiser, taking care of evaluating the network efficiently at each pass. For the specifics of the implementation we refer to the code repository https:// github.com/SPOC-group/QuadraticNetPowerlaw. Convergence is typically achieved with a precision of at least 10−8 in a few hundred iterations. The main challenge is in storing the dataset in memory. For each run we used up to 1800 gigabytes of RAM on nodes with 2 Intel Xeon 8360Y CPUs. Our total computin",corpus/text/iclr-2026-72f24b2e940f.txt
iclr-2026-747836133659,ICLR,WebDevJudge: Evaluating (M)LLMs as Critiques for Web Development Quality,repository_without_visual_source,lcy2723/WebDevJudge,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=webdevjudge; matched=critiques,development,evaluating,llms,quality,web,webdevjudge; explicit_code_context=1",main,lcy2723/WebDevJudge|tatsu-lab/alpaca,17|0,,,"EV J UDGE presents a challenge to LLM-as-a- judge, offering insights to guide future research toward developing more reliable and capable automated evaluators for complicated scenarios. Code and data are available at https://github.com/lcy2723/WebDevJudge. 1 I NTRODUCTION Evaluate, refine, then evaluate again and refine again—large language models (LLMs) have achieved remarkable success across various domains through this iterative cycle (Madaan et al., 2023; Chen et al., 2023; Shafayat et al., 2025).",corpus/text/iclr-2026-747836133659.txt
iclr-2026-77178098d85f,ICLR,Reliable Weak-to-Strong Monitoring of LLM Agents,repository_without_visual_source,neilkale/mrt-vercel-app,github_title_search_verified,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=agents,monitoring,reliable,strong,weak; matched=agents,llm,monitoring,reliable,strong,weak",main,All-Hands-AI/OpenHands|gkamradt/LLMTest_NeedleInAHaystack,0|0,scaleapi/mrt|neilkale/mrt-vercel-app|ZJU-SEC/Readings|yzhao062/awesome-auditable-ai|Bingo-W/Awesome-Agent-Search,,"5 OpenAI Models. • GPT-4o: gpt-4o • GPT-4o-mini: gpt-4o-mini • o3: o3 • o4-mini: o4-mini 41 Published as a conference paper at ICLR 2026 Agent Frameworks. • OpenHands scaffolding: Version 0.54.0 from github.com/All-Hands-AI/OpenHands (Wang et al., 2024). All roll-outs and monitor evaluations used the versions listed above. Results may differ with later updates of the APIs. Where multiple runs were performed (e.g., in weak-to-strong monitoring), we verified consistency across three seed",corpus/text/iclr-2026-77178098d85f.txt
iclr-2026-776ac69ed891,ICLR,"It's All Just Vectorization: einx, a Universal Notation for Tensor Operations",no_public_source_found,,,,,fferflo/einx|arogozhnikov/eindex|jax-ml/jax|malmaud/einindex|Niels-Skovgaard-Jensen/einmesh|numpy/numpy,2|0|0|0|0|0,,,"es consistent rules across all operations, and enables a clean, readable and writable representation in code. We provide an implementation of einx that is embedded in Python and integrates seamlessly with existing tensor frameworks: https://github.com/fferflo/einx 1 I NTRODUCTION Tensor operations constitute the foundation of modern deep learning and other domains of scientific computing. Tensors, i.e. n-dimensional arrays with a uniform element type, serve as a medium for diverse types of data, including images, v",corpus/text/iclr-2026-776ac69ed891.txt
iclr-2026-7833e39d5371,ICLR,Taming Momentum: Rethinking Optimizer States Through Low-Rank Approximation,repository_without_visual_source,mrflogs/LoRA-Pre,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=momentum,taming; matched=approximation,low,momentum,optimizer,rank,rethinking,states,taming,through; explicit_code_context=1",main,mrflogs/LoRA-Pre,14,,,"ves substantial improvements of 3.14 points on Llama- 3.1-8B and 6.17 points on Llama-2-7B, validating our approach’s effectiveness across both pre-training and fine-tuning paradigms. Our code is publicly available at https://github.com/mrflogs/LoRA-Pre. 1 I NTRODUCTION Large Language Models (LLMs) (Guo et al., 2025; Yang et al., 2025; Grattafiori et al., 2024; Brown et al., 2020; Comanici et al., 2025; Touvron et al., 2023; Jaech et al., 2024) have become the cen- terpiece of modern deep learning.",corpus/text/iclr-2026-7833e39d5371.txt
iclr-2026-7c24d2356ca5,ICLR,Pareto-Conditioned Diffusion Models for Offline Multi-Objective Optimization,exact_visual_source,jatan12/PCD,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=conditioned,diffusion,multi,objective,offline,optimization; matched=conditioned,diffusion,multi,objective,offline,optimization,pareto; explicit_code_context=0",master,jatan12/PCD|lamda-bbo/offline-moo,9|3,,offline_moo/plot/plot.py|scripts/produce_tables.py|offline_moo/plot/plot_all.py|offline_moo/plot/plot_all_pf.py|offline_moo/plot/plot_dataset.py|offline_moo/plot/plot_mo_ablate.py|offline_moo/plot/plot_mobo_ablate.py|offline_moo/plot/plot_data_pruning.py|offline_moo/plot/plot_training_loss/plot.py|offline_moo/off_moo_bench/evaluation/plot.py|offline_moo/off_moo_bench/problem/lambo/notebooks/plot_hypervolume.ipynb|offline_moo/off_moo_bench/problem/lambo/notebooks/plot_pareto_front.ipynb|offline_moo/off_moo_bench/problem/lambo/notebooks/plot_lsbo_comparison.ipynb|offline_moo/off_moo_bench/problem/morl/externals/baselines/baselines/results_plotter.py|offline_moo/off_moo_bench/problem/morl/externals/baselines/baselines/common/plot_util.py|offline_moo/off_moo_bench/problem/morl/externals/baselines/baselines/her/experiment/plot.py|offline_moo/off_moo_bench/problem/morl/externals/baselines/baselines/common/tests/test_plot_util.py|offline_moo/plot/view_dataset.py|offline_moo/off_moo_bench/problem/morl/scripts/plot/mujoco_play.py|offline_moo/off_moo_bench/problem/lambo/upcycle/plotting/__init__.py|offline_moo/off_moo_bench/problem/morl/scripts/plot/ep_obj_visualize_2d.py|offline_moo/off_moo_bench/problem/morl/scripts/plot/ep_obj_visualize_3d.py|offline_moo/off_moo_bench/problem/lambo/upcycle/plotting/credible_regions.py|offline_moo/off_moo_bench/problem/morl/scripts/plot/ep_batch_visualize_2d.py|offline_moo/off_moo_bench/problem/morl/scripts/plot/ep_batch_visualize_3d.py|offline_moo/off_moo_bench/problem/morl/scripts/plot/training_visualize_2d.py|offline_moo/off_moo_bench/problem/lambo/upcycle-main/upcycle/plotting/__init__.py|offline_moo/off_moo_bench/problem/lambo/upcycle-main/upcycle/plotting/credible_regions.py|offline_moo/figs/RE.pdf|offline_moo/figs/MOCO.pdf|offline_moo/figs/MORL.pdf|offline_moo/figs/MO-NAS.pdf|offline_moo/figs/Sci-Design.pdf|offline_moo/figs/Main Experiments.pdf|offline_moo/figs/Synthetic Functions.pdf|offline_moo/figs/Main Experiments-new.pdf|offline_moo/plot/plot_training_loss/1.pdf|offline_moo/plot/plot_training_loss/2.pdf|offline_moo/plot/plot_training_loss/3.pdf|offline_moo/plot/plot_training_loss/4.pdf,"k datasets and baseline implementations. • Scripts and Configurations: Scripts to reproduce the results presented in the paper, in- cluding the exact training configurations, hyperparameters, and random seeds. Our implementation is available at https://github.com/jatan12/PCD. R EFERENCES Michael Albergo, Nicholas M. Boffi, and Eric Vanden-Eijnden. Stochastic interpolants: A unifying framework for flows and diffusions. Journal of Machine Learning Research, 2025. Sohyun An, Hayeon Lee, Jaehyeong Jo, Seanie Lee, and Sung Ju Hwang",corpus/text/iclr-2026-7c24d2356ca5.txt
iclr-2026-7d504a5c8916,ICLR,Text-to-3D by Stitching a Multi-view Reconstruction Network to a Video Generator,exact_visual_source,gohyojun15/VIST3A,github_title_search_verified,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=generator,multi,network,reconstruction,stitching,text; matched=generator,multi,network,reconstruction,stitching,text,video,view",main,CodeGoat24/UnifiedReward|genmoai/models,0|0,gohyojun15/VIST3A|KHU-VLL/KHU_Vision_and_Learning_Reading_Group|wendell0218/Awesome-RL-for-Video-Generation|3a1b2c3/awesome-world-models|emjay73/FF4D,third_party_model/anysplat/src/model/encoder/vggt/utils/visual_track.py|third_party_model/anysplat/src/visualization/colors.py|third_party_model/anysplat/src/visualization/layout.py|third_party_model/anysplat/src/visualization/color_map.py|third_party_model/anysplat/src/visualization/annotation.py|third_party_model/anysplat/src/visualization/video_render.py|third_party_model/anysplat/src/visualization/drawing/lines.py|third_party_model/anysplat/src/visualization/drawing/types.py|third_party_model/anysplat/src/visualization/drawing/points.py|third_party_model/anysplat/src/visualization/drawing/cameras.py|third_party_model/anysplat/src/visualization/validation_in_3d.py|third_party_model/anysplat/src/visualization/drawing/rendering.py|third_party_model/anysplat/src/visualization/camera_trajectory/spin.py|third_party_model/anysplat/src/visualization/camera_trajectory/wobble.py|third_party_model/anysplat/src/visualization/drawing/coordinate_conversion.py|third_party_model/anysplat/src/visualization/camera_trajectory/interpolation.py|third_party_model/anysplat/src/model/encoder/visualization/encoder_visualizer.py|third_party_model/anysplat/src/model/encoder/visualization/encoder_visualizer_epipolar.py|third_party_model/anysplat/src/model/encoder/visualization/encoder_visualizer_epipolar_cfg.py|evaluation/datasets/re10k_indexmap.json|evaluation/gen_eval/dpg_bench_sampled_answers.csv|third_party_model/anysplat/config/dataset/view_sampler/evaluation.yaml,"code and follow their preprocessing pipeline. C.3 S ELECTION C RITERION FOR 3D MODELS In this section, we elaborate on the criteria used for selecting 3D foundation models in VIST3A. 2 https://huggingface.co/CodeGoat24/UnifiedReward-qwen-7b 3 https://github.com/CodeGoat24/UnifiedReward/blob/main/inference_qwen/ image_generation/qwen_point_score_ACS_image_generation.py 22 Published as a conference paper at ICLR 2026 Table 6: Ablation study on direct reward finetuning on SceneBench. We",corpus/text/iclr-2026-7d504a5c8916.txt
iclr-2026-7f071490c87d,ICLR,Hyperparameter Trajectory Inference with Conditional Lagrangian Optimal Transport,exact_visual_source,dnkit24/sinkhorn-hti,github_title_search_verified,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=optimal,transport; matched=conditional,hyperparameter,inference,lagrangian,optimal,trajectory,transport",main,facebookresearch/flow_matching|facebookresearch/lagrangian-ot|DLR-RM/stable-baselines3|GilesLuo/DTRGym|zhouhaoyi/ETDataset|openai/gym,9|0|-3|-3|-3|-4,dnkit24/sinkhorn-hti|harrya32/hyperparameter-trajectory-inference|harrya32/HTI|YuzeHao2023/daily-arxiv-ai4bio,report/table_results.tex|sinkhorn-hti/scripts/regenerate_figs.py|report/figs/anchors.pdf|report/figs/eps_sweep.pdf|report/figs/figure1d_lbfgs.pdf|report/figs/training_curves.pdf|report/figs/trajectories_compare.pdf,"l., 2023), we train two flow matching models, to model the vector fields between the distributions at λnk = 0 and λnk = 5, and between λnk = 5 and λnk = 10 respectively. We base our implementation on the open source code from Lipman et al. (2024), found here: https://github.com/facebookresearch/flow_matching (CC BY-NC 22 Published as a conference paper at ICLR 2026 Hyperparameter Value Epochs",corpus/text/iclr-2026-7f071490c87d.txt
iclr-2026-7f4352669d70,ICLR,Quotient-Space Diffusion Models,no_public_source_found,,,,,,,YuzeHao2023/daily-arxiv-ai4chem|YuzeHao2023/daily-arxiv-ai4polymer|eerstar/LLM-Agent-paper-daily,,,corpus/text/iclr-2026-7f4352669d70.txt
iclr-2026-8015e8f6dc9a,ICLR,Softmax Transformers are Turing-Complete,no_public_source_found,,,,,,,,,,corpus/text/iclr-2026-8015e8f6dc9a.txt
iclr-2026-8148e4ce6cb5,ICLR,Token-Importance Guided Direct Preference Optimization,repository_without_visual_source,gracefulning/TIDPO,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=direct,guided,importance,optimization,preference,token; matched=direct,guided,importance,optimization,preference,token; explicit_code_context=1",main,gracefulning/TIDPO,14,,,"lts show that TI-DPO achieves higher accuracy and stronger generative diversity, providing more stable and computationally ef- ficient solutions compared with DPO and other RLHF methods. Code and demo are available at https://github.com/gracefulning/TIDPO. 1 I NTRODUCTION Large Language Models (LLMs) have shown proficiency in Natural Language Processing (NLP) (Gao et al., 2025), logical reasoning (Xie et al., 2025), and code generation (Xu et al., 2025), emerg- ing as a focal point of recent research.",corpus/text/iclr-2026-8148e4ce6cb5.txt
iclr-2026-82716d8e922b,ICLR,Reducing Belief Deviation in Reinforcement Learning for Active Reasoning of LLM Agents,partial_visual_source,unimpor/T3,explicit_pdf_url,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=active,reasoning; matched=active,agents,belief,deviation,llm,reasoning,reducing,reinforcement; explicit_code_context=1",main,unimpor/T3,14,,verl/recipe/r1/config/evaluation.yaml|verl/verl/trainer/config/evaluation.yaml,"rtially Observable Markov Decision Process (POMDP). Classical POMDP formulations assume perfect belief estimate (e.g., † These authors contributed equally to this work. ‡ Corresponding Authors. * Our implementation is available at https://github.com/unimpor/T3. 1 Published as a conference paper at ICLR 2026 A man watched as another man A man watched as another man was executed for a murder",corpus/text/iclr-2026-82716d8e922b.txt
iclr-2026-82ba4792ed68,ICLR,Actions Speak Louder than Prompts: A Large-Scale Study of LLMs for Graph Inference,no_public_source_found,,,,,,,,,,corpus/text/iclr-2026-82ba4792ed68.txt
