paper_id,conference,analysis_stratum,sample_cohort,figures,tables,visual_objects,caption_found,caption_coverage,caption_words_mean,caption_words_median,caption_headline_bold_share,caption_setup_share,caption_encoding_key_share,caption_main_finding_share,caption_uncertainty_share,internal_font_size_median,dominant_palette_hex,color_object_share,single_column_share,page_or_double_width_share,pdf_fonts
iclr-2026-4d615382a559,ICLR,oral,foundation_200,21,9,30,30,1.0,17.933,13.0,0.266667,0.633333,0.066667,0.3,0.1,7.649,#8A2BE2|#FFA07A|#FFF6E8|#E3F1DA|#2BAA85|#74D15B|#338A8B|#5F2D90,0.666667,0.533333,0.466667,ArialMT|CMBX10|CMEX10|CMEX9|CMMI10|CMMI6|CMMI7|CMMI9|CMMIB10|CMMIB9|CMR10|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY6|CMSY7|CMSY9|CambriaMath|DejaVuSans|DejaVuSans-Oblique|Dubai-Bold|Dubai-Regular|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal
iclr-2026-4ddcea898ef4,ICLR,oral,replication_200,13,12,25,25,1.0,41.16,40.0,0.04,0.36,0.24,0.4,0.0,9.963,#FDE724|#440154|#DCEAF7|#A02F56|#F2CFEE|#C27E6E|#D9F2D0|#D6DDE4,0.44,0.36,0.64,CMBX10|CMBX9|CMEX10|CMEX9|CMMI10|CMMI5|CMMI6|CMMI7|CMMI9|CMMIB10|CMMIB6|CMMIB7|CMMIB9|CMR10|CMR6|CMR7|CMR9|CMSY10|CMSY5|CMSY7|CMSY9|Calibri-Bold|DejaVuSans|DejaVuSans-Bold|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal
iclr-2026-4e1d7790186d,ICLR,oral,replication_200,10,7,17,17,1.0,58.059,18.0,0.0,0.352941,0.117647,0.117647,0.0,5.232,#9AD4E9|#E7B4A5|#F4D5B7|#E08F7D|#7E4E4E|#D5DEDE|#F0F1EA|#FCECBD,0.529412,0.705882,0.294118,CMBX10|CMEX10|CMMI10|CMMI5|CMMI7|CMR10|CMR7|CMSY10|CMSY7|CMSY9|DejaVuSans|NimbusMonL-Bold|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|TeXGyrePagella-Bold
iclr-2026-4f0f02a727a0,ICLR,oral,foundation_200,15,8,23,22,0.956522,18.227,7.5,0.0,0.136364,0.0,0.090909,0.0,6.651,#0070C0|#F6EFDD|#A47170|#D1ECFD|#EFFCF6|#C7FAE3|#F3DEC3|#CABBA8,0.608696,0.565217,0.391304,CMEX10|CMMI10|CMMI5|CMMI7|CMMI9|CMR10|CMR7|CMR9|CMSY10|CMSY6|CMSY7|CambriaMath|ComicSansMS-BoldItalic|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal
iclr-2026-51378f92df54,ICLR,oral,replication_200,6,5,11,11,1.0,30.455,27.0,0.181818,0.363636,0.181818,0.454545,0.0,9.963,#566598|#B2A7CC|#F1CE9F|#576598|#9DC2C8|#7E6443|#FDF0D0|#564A38,0.636364,0.454545,0.545455,CMEX10|CMMI10|CMMI5|CMMI6|CMMI7|CMMI9|CMR10|CMR5|CMR7|CMR9|CMSY10|CMSY7|CMSY9|CMTI10|DejaVuSans|DejaVuSans-Bold|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|SFRM1000|gbsnu30|gbsnu4e|gbsnu4f|gbsnu50|gbsnu51|gbsnu52|gbsnu53|gbsnu54|gbsnu55|gbsnu56|gbsnu57|gbsnu58|gbsnu59|gbsnu5a|gbsnu5b|gbsnu5c|gbsnu5d|gbsnu5e|gbsnu5f|gbsnu60|gbsnu61|gbsnu62|gbsnu63|gbsnu64|gbsnu65|gbsnu66|gbsnu67|gbsnu68|gbsnu69|gbsnu6a|gbsnu6b|gbsnu6c|gbsnu6d|gbsnu6e|gbsnu6f|gbsnu70|gbsnu71|gbsnu72|gbsnu73|gbsnu74|gbsnu75|gbsnu76|gbsnu77|gbsnu78|gbsnu79|gbsnu7a|gbsnu7b|gbsnu7c|gbsnu7d|gbsnu7e|gbsnu7f|gbsnu80|gbsnu81|gbsnu82|gbsnu83|gbsnu84|gbsnu85|gbsnu86|gbsnu87|gbsnu88|gbsnu89|gbsnu8b|gbsnu8c|gbsnu8d|gbsnu8e|gbsnu8f|gbsnu90|gbsnu91|gbsnu94|gbsnu95|gbsnu96|gbsnu97|gbsnu98|gbsnu99|gbsnu9a|gbsnu9c|gbsnu9e|gbsnuff
iclr-2026-51419d6897b2,ICLR,oral,replication_200,17,5,22,22,1.0,50.318,45.5,0.0,0.727273,0.363636,0.5,0.409091,7.214,#DBE8F1|#BFD2DF|#FAE6E1|#F3D4B4|#FFF8E5|#E9EDF0|#C3B59C|#FEF3E4,0.5,0.090909,0.863636,CMEX10|CMMI10|CMMI7|CMR10|CMR7|CMSY10|CMSY7|DejaVuSans|DejaVuSans-Bold|DejaVuSans-Oblique|Inconsolatazi4-Regular|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|NimbusSanL-Regu
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,7,5,12,12,1.0,68.833,70.0,0.916667,0.583333,0.333333,0.5,0.0,9.334,#DEF1F9|#AEDDF1|#546B7B|#96D3E7|#C1DEEB|#79BAC0|#98F3DD|#E5F4FA,0.583333,0.0,1.0,Aptos|Aptos-Bold|Aptos-Italic|Arial-BoldMT|ArialMT|CMEX10|CMMI10|CMR10|CMSY10|Calibri-Italic|CambriaMath|EUSM10|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|StandardSymL|StandardSymL-Slant_167
iclr-2026-5d471305c6f6,ICLR,oral,replication_200,6,12,18,18,1.0,56.167,63.5,0.0,0.5,0.055556,0.222222,0.111111,9.963,#FFEBEB|#ECF4FC|#ECD7E2|#D6E6EE|#C7C5D6|#AC788B|#E9D0D0|#C7B095,0.333333,0.111111,0.722222,CMBX10|CMEX10|CMMI10|CMMI5|CMMI7|CMMIB10|CMR10|CMR5|CMR7|CMSS8|CMSSBX10|CMSY10|CMSY5|CMSY7|CMTT8|DejaVuSerif|DejaVuSerif-Bold|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|NimbusSanL-Bold|NimbusSanL-Regu
iclr-2026-629630d76e2f,ICLR,oral,replication_200,12,7,19,19,1.0,46.789,42.0,0.0,0.473684,0.263158,0.578947,0.315789,8.966,#FCFDBF|#0173B2|#F5E3C2|#C7DFED|#DE8F05|#EBBD6C|#DF9411|#0A78B4,0.315789,0.052632,0.894737,CMBX10|CMEX10|CMMI10|CMMI5|CMMI6|CMMI7|CMMI9|CMMIB10|CMMIB7|CMR10|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY7|Cmmi10|Cmr10|MSBM10|MSBM7|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|STIXGeneral-BoldItalic|TimesNewRomanPSMT
iclr-2026-62e38d16d6a3,ICLR,oral,foundation_200,12,4,16,16,1.0,37.062,33.0,0.4375,0.3125,0.125,0.5,0.0,8.628,#DAE8FC|#D6E8D5|#FB565E|#3EBD87|#876FA8|#4285F4|#AEC7E8|#866A98,0.875,0.3125,0.6875,Aptos|Aptos-Bold|CMEX10|CMEX7|CMEX9|CMMI10|CMMI5|CMMI6|CMMI7|CMMI9|CMR10|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY5|CMSY6|CMSY7|CMSY8|CMSY9|Calibri|Calibri-Bold|Calibri-BoldItalic|Calibri-Italic|CambriaMath|ChalkboardSE-Light|ChalkboardSE-Regular|ComicSansMS|ComicSansMS-Bold|DejaVuSans|DejaVuSans-Bold|MSBM10|NimbusMonL-Bold|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|TimesNewRomanPS-BoldMT|TimesNewRomanPS-ItalicMT|TimesNewRomanPSMT
iclr-2026-649b366699a1,ICLR,oral,replication_200,4,6,10,10,1.0,57.8,58.0,0.0,0.6,0.2,0.8,0.1,9.464,#CBE5C2|#7FD0FF|#80D0FF|#385D51|#C57140|#F3D349|#67AB8F|#DFA575,0.6,0.1,0.7,Arial-BoldMT|Avenir-Book|Avenir-Heavy|CMBX10|CMBX7|CMEX10|CMMI10|CMMI5|CMMI7|CMMI9|CMMIB10|CMMIB7|CMR10|CMR5|CMR7|CMR9|CMSY10|CMSY7|HelveticaNeue|HelveticaNeue-Bold|HelveticaNeue-Medium|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|STIXGeneral-Italic|STIXGeneral-Regular|STIXSizeOneSym-Regular
iclr-2026-64b7228ce25e,ICLR,oral,foundation_200,22,12,34,34,1.0,51.559,52.0,0.0,0.588235,0.235294,0.529412,0.264706,9.963,#DDEBF7|#C6EFCE|#0C3D73|#FFE6E6|#E6F0FF|#0CB2EF|#6ACFF5|#BDE9FA,0.735294,0.029412,0.852941,Arial-BoldItalicMT|Arial-BoldMT|ArialMT|CMEX10|CMEX7|CMEX9|CMMI10|CMMI5|CMMI6|CMMI7|CMMI9|CMR10|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY5|CMSY6|CMSY7|CMSY9|CambriaMath|DejaVuSans|DejaVuSans-Bold|DejaVuSans-Oblique|DengXian-Bold|LINE10|MSAM10|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|TimesNewRomanPS-BoldItalicMT|TimesNewRomanPS-BoldMT|TimesNewRomanPSMT
iclr-2026-6962fe3d904f,ICLR,oral,foundation_200,6,16,22,21,0.954545,23.238,15.0,0.047619,0.285714,0.190476,0.238095,0.047619,9.963,#F3CBD1|#E5BBBE|#F3C8CA|#F6DCD9|#F7D1D2|#F7E3D9|#CE8588|#F8ECD8,0.181818,0.363636,0.545455,"CMEX10|CMMI10|CMMI7|CMMI9|CMR10|CMR7|CMSY10|CMSY5|CMSY6|CMSY7|CMSY9|Calibri|Calibri-Italic|CambriaMath|DejaVuSans|DejaVuSans-Bold|DengXian|Helvetica|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|SFRM1000|SegoeUISymbol|Times-Bold|Times-Roman|TimesNewRoman,Bold|TimesNewRomanPS-BoldItalicMT|TimesNewRomanPS-BoldMT|TimesNewRomanPSMT"
iclr-2026-6a94cca2daa0,ICLR,oral,replication_200,4,8,12,12,1.0,30.5,25.5,0.0,0.583333,0.083333,0.416667,0.0,9.963,#9FB5F2|#B6C5E6|#7A7FD6|#778495|#BD374A|#6A868F|#732832|#D9D7B6,0.583333,0.333333,0.5,Arial-BoldMT|ArialMT|CMBX10|CMBX7|CMEX10|CMMI10|CMMI5|CMMI7|CMMI9|CMMIB10|CMR10|CMR5|CMR7|CMSY10|CMSY5|CMSY6|CMSY7|CambriaMath|MSAM10|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|TimesNewRomanPSMT
iclr-2026-6e52571c3da4,ICLR,oral,foundation_200,2,9,11,11,1.0,35.455,11.0,0.0,0.363636,0.0,0.090909,0.0,8.966,#C67D7D|#E1C6C7|#B16E69|#C1D3BD|#E9CECF|#E9D8DB|#B69694|#D2B6B7,0.090909,0.363636,0.636364,CMBX10|CMEX10|CMEX7|CMMI10|CMMI7|CMMI9|CMR10|CMR5|CMR7|CMR9|CMSY10|CMSY7|CMSY9|Dingbats|MSBM10|NimbusMonL-Bold|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal
iclr-2026-6f113e6f8081,ICLR,oral,foundation_200,7,19,26,24,0.923077,36.167,30.0,0.208333,0.666667,0.291667,0.625,0.0,6.974,#1F77B4|#E1D5E6|#F7CFC9|#D8E7FB|#FFF2CC|#A4838B|#DEB9A8|#A25D5C,0.115385,0.115385,0.769231,Arial-BoldItalicMT|Arial-BoldMT|Arial-ItalicMT|ArialMT|CMBX10|CMEX10|CMMI10|CMMI5|CMMI6|CMMI7|CMR10|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY5|CMSY6|CMSY7|DejaVuSans|DejaVuSans-Bold|FontAwesome5Brands-Regular|Georgia|Georgia-Bold|Georgia-BoldItalic|Helvetica-Oblique|MSBM10|NimbusMonL-Bold|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|TimesNewRomanPS-BoldMT|TimesNewRomanPS-ItalicMT|TimesNewRomanPSMT
iclr-2026-707ee355091a,ICLR,oral,replication_200,3,8,11,11,1.0,30.545,20.0,0.0,0.727273,0.090909,0.090909,0.090909,9.963,#2256A6|#859FC8|#A9BBD8|#CED9EA|#2C5DA9|#6387BD|#4A74B5|#3B69AF,0.363636,0.181818,0.818182,AppleSymbols|ArialMT|CMBX10|CMEX10|CMMI10|CMMI5|CMMI7|CMMI9|CMMIB10|CMR10|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY5|CMSY7|HaranoAjiMincho-Regular-Identity-H|MSAM10|MSBM10|MSBM7|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|Times-Italic|stmary10|stmary7
iclr-2026-72f24b2e940f,ICLR,oral,foundation_200,8,0,8,8,1.0,71.875,68.0,0.0,0.75,0.25,0.5,0.0,9.464,#FFEC97|#D3EBA9|#8ECDF1|#B2D3E1|#C6CFE5|#A8EAD2|#817F72|#8FCDF1,0.875,0.0,1.0,CMBX10|CMEX10|CMEX7|CMEX9|CMMI10|CMMI12|CMMI5|CMMI6|CMMI7|CMMI8|CMMI9|CMMIB10|CMMIB7|CMMIB9|CMR10|CMR12|CMR5|CMR6|CMR7|CMR8|CMR9|CMSS10|CMSS8|CMSS9|CMSY10|CMSY5|CMSY6|CMSY7|CMSY8|CMSY9|MSBM10|MSBM7|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal
iclr-2026-747836133659,ICLR,oral,foundation_200,11,14,25,25,1.0,30.52,25.0,0.0,0.68,0.08,0.28,0.04,8.36,#F9CFCC|#CBDDAF|#203555|#89A8B2|#DCCFC0|#67788D|#75BDEC|#D1DFED,0.48,0.12,0.68,Aptos|Arial-BoldMT|ArialMT|CMBSY9|CMMI10|CMMI7|CMR10|CMR7|CMR9|CMSY10|CMSY6|CMSY7|CMSY9|Calibri|Calibri-Bold|Calibri-BoldItalic|Calibri-Italic|ComicSansMS|ComicSansMS-Bold|ComicSansMS-BoldItalic|ComicSansMS-Italic|DejaVuSans|DejaVuSans-Bold|DejaVuSerif|DejaVuSerif-Bold|FontAwesome5Free-Regular|Inconsolatazi4-Regular|LucidaCalligraphy-Italic|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|SFTT0900|TimesNewRomanPS-BoldMT|TimesNewRomanPSMT
iclr-2026-77178098d85f,ICLR,oral,foundation_200,23,3,26,26,1.0,32.462,32.0,0.0,0.346154,0.538462,0.307692,0.0,5.425,#8DB0FE|#F4987A|#DD5F4B|#F5C4AC|#20293A|#FAE2D9|#6ACC64|#F4C3AC,0.884615,0.076923,0.923077,Arial-BoldMT|ArialMT|Audiowide-Regular|CMMI10|CMMI7|CMR10|CMR7|CMSY10|CMSY6|CMSY7|LibertinusSerif-Bold|LibertinusSerif-Italic|LibertinusSerif-Regular|LinLibertineO|NimbusMonL-Regu|NimbusMonL-ReguObli|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|TimesNewRomanPSMT
iclr-2026-776ac69ed891,ICLR,oral,replication_200,0,4,4,4,1.0,36.75,39.0,0.0,0.25,0.25,0.25,0.0,9.963,,0.0,0.0,0.5,CMEX10|CMMI10|CMMI7|CMR10|CMSY10|CMSY9|Inconsolatazi4-Bold|Inconsolatazi4-Regular|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal
iclr-2026-7833e39d5371,ICLR,oral,foundation_200,3,4,7,7,1.0,43.857,51.0,0.714286,0.857143,0.142857,0.571429,0.0,9.963,#CCE6E6|#83CBEB|#FBE3D6|#C1E5F5|#67787F|#659BB3|#3D4E55|#5293C6,0.714286,0.428571,0.571429,CMEX10|CMMI10|CMMI5|CMMI7|CMMI9|CMR10|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY5|CMSY6|CMSY7|CambriaMath|ComicSansMS|ComicSansMS-Bold|MSAM10|MSBM10|MSBM7|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal
iclr-2026-7c24d2356ca5,ICLR,oral,foundation_200,9,32,41,40,0.97561,25.725,11.0,0.25,0.275,0.1,0.35,0.05,9.296,#029E73|#CA9161|#0173B2|#83A8D4|#D6A665|#D0E2F4|#C9DAF6|#2B5892,0.219512,0.560976,0.414634,Arial-BoldMT|ArialMT|CMBX10|CMEX10|CMMI10|CMMI5|CMMI7|CMMI9|CMMIB10|CMMIB7|CMR10|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY5|CMSY6|CMSY7|CMSY9|Cmb10|Cmmi10|Cmr10|Cmsy10|DejaVuSerif|MSBM10|MSBM7|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|SFRM1000
iclr-2026-7d504a5c8916,ICLR,oral,foundation_200,16,7,23,23,1.0,44.783,42.0,1.0,0.521739,0.173913,0.652174,0.0,6.546,#AC7D4C|#7A4727|#1D3657|#D5AF7D|#4F7B9D|#B0C0AA|#8D9DA6|#E7E5BD,0.695652,0.086957,0.913043,CMBX10|CMBX7|CMEX10|CMMI10|CMMI5|CMMI6|CMMI7|CMMI9|CMMIB10|CMR10|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY5|CMSY7|CMSY9|CambriaMath|DejaVuSans|DejaVuSans-Bold|DejaVuSans-Oblique|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|STIXTwoMath-Regular|TimesNewRomanPS-BoldItalicMT|TimesNewRomanPS-BoldMT|TimesNewRomanPS-ItalicMT|TimesNewRomanPSMT|Verdana
iclr-2026-7f071490c87d,ICLR,oral,foundation_200,5,15,20,20,1.0,18.55,14.0,0.0,0.35,0.1,0.1,0.0,9.963,#C9B3DE|#FFBF86|#99767F|#FDECEA|#ED4D3D|#F18E85|#6A96C1|#5E6994,0.25,0.65,0.35,CMBX10|CMEX10|CMEX7|CMMI10|CMMI12|CMMI5|CMMI6|CMMI7|CMMI9|CMR10|CMR17|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY5|CMSY7|CMSY9|DejaVuSans|DejaVuSans-Oblique|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|STIXNonUnicode-Italic
iclr-2026-7f4352669d70,ICLR,oral,foundation_200,5,6,11,11,1.0,68.273,95.0,0.0,0.727273,0.181818,0.363636,0.181818,9.963,#B0B6D3|#FF7043|#CEA254|#A5A68E|#818167|#457345|#919D7C|#518C52,0.727273,0.272727,0.727273,CMBX10|CMBX5|CMBX6|CMBX7|CMBX9|CMEX10|CMEX9|CMMI10|CMMI5|CMMI6|CMMI7|CMMI9|CMR10|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY5|CMSY6|CMSY7|CMSY9|Dingbats|EUFM10|EURB10|EURB7|MSAM10|MSAM7|MSBM10|MSBM5|MSBM7|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|rsfs10
iclr-2026-8015e8f6dc9a,ICLR,oral,foundation_200,1,3,4,4,1.0,67.25,45.5,0.0,0.25,0.0,0.0,0.0,9.963,,0.0,0.0,1.0,CMBX10|CMMI10|CMMI5|CMMI6|CMMI7|CMMI9|CMMIB10|CMR10|CMR5|CMR6|CMR7|CMR9|CMSS10|CMSY10|CMSY7|CMTT10|EUFM10|EUFM7|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|TeX-matha10|TeX-matha5|TeX-matha6|TeX-matha7|TeX-matha9|TeX-mathb10|TeX-mathb7|TeX-mathx10
iclr-2026-8148e4ce6cb5,ICLR,oral,foundation_200,6,15,21,21,1.0,18.524,10.0,0.0,0.428571,0.190476,0.190476,0.047619,9.963,#E0F0D9|#E9663B|#88BFD0|#4E9BA3|#F7C398|#8E658A|#C0CCDD|#F8E0D2,0.52381,0.571429,0.380952,CMEX10|CMEX9|CMMI10|CMMI5|CMMI6|CMMI7|CMMI9|CMR10|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY5|CMSY6|CMSY7|CMSY9|DejaVuSans|MSAM10|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|TimesNewRomanPS-BoldMT|TimesNewRomanPS-ItalicMT|TimesNewRomanPSMT
iclr-2026-82716d8e922b,ICLR,oral,foundation_200,15,8,23,23,1.0,38.391,30.0,0.0,0.521739,0.086957,0.347826,0.0,6.974,#FF826B|#6787E7|#E5A166|#F7E3D2|#EBB587|#EFC7A3|#F4D7BE|#E08F48,0.521739,0.391304,0.521739,CMBX10|CMBX6|CMBX7|CMBX9|CMEX10|CMMI10|CMMI5|CMMI7|CMR10|CMR5|CMR7|CMSY10|CMSY5|CMSY7|ComicSansMS|DejaVuSans|DejaVuSans-Oblique|DengXian-Regular|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|TimesNewRomanPSMT
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,4,12,16,16,1.0,60.312,51.5,0.0,0.875,0.0,0.375,0.0625,9.963,#F7CFCC|#D5E8D4|#D9E8FB|#4F535E|#BAB8B4|#D4E7D3|#D8E8FA|#D9E7FA,0.1875,0.125,0.875,CMEX10|CMMI10|CMMI7|CMMIB10|CMR10|CMR7|CMSY10|CMSY6|CMSY7|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal
iclr-2026-8374ca36d622,ICLR,oral,replication_200,12,10,22,22,1.0,42.091,35.5,0.045455,0.363636,0.5,0.090909,0.0,6.301,#E5ECF6|#C7731C|#439A5A|#4285F4|#EA4335|#E8F2FF|#FFF8EC|#B18AB6,0.590909,0.181818,0.818182,ArialMT|CMBX10|CMEX10|CMMI10|CMMI5|CMMI7|CMMI9|CMR10|CMR7|CMSY10|CMSY5|CMSY6|CMSY7|CMSY9|CourierNewPSMT|EmojiOneColor|Inter-Bold|Inter-Medium|Inter-Regular|Inter-SemiBold|MSBM10|NanumMyeongjo|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|NotoColorEmoji|SpaceMono-Bold|SpaceMono-Regular|[none]
iclr-2026-842e6221ed35,ICLR,oral,replication_200,10,13,23,23,1.0,49.087,48.0,0.478261,0.782609,0.173913,0.391304,0.217391,9.963,#FFB14E|#F1CC9A|#94B9DA|#CBEBFE|#E4D6A9|#B8DBE8|#6CC2AE|#8F5582,0.391304,0.086957,0.913043,Arial-BoldMT|ArialMT|CMEX10|CMMI10|CMMI5|CMMI7|CMR10|CMR5|CMR7|CMSY10|CMSY6|CMSY7|Graphik-Light|Graphik-Regular|NimbusMonL-Bold|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|Produkt-Light|TimesNewRomanPSMT|Verdana|font000000002e832ff3
iclr-2026-86ded246ec76,ICLR,oral,replication_200,9,1,10,9,0.9,92.778,71.0,0.333333,0.777778,0.777778,0.666667,0.0,6.646,#98DAA7|#C0EBE9|#F3ABA8|#D3C4F7|#FAC9EC|#FEE7D5|#FFA5A5|#FD9383,0.9,0.0,0.9,.SFNS-Regular_wdth_opsz110000_GRAD_wght|.SFNS-Regular_wdth_opsz120000_GRAD_wght|CMBX10|CMBX5|CMBX7|CMEX10|CMMI10|CMMI5|CMMI7|CMR10|CMR5|CMR7|CMSY10|CMSY5|CMSY7|DejaVuSans|Inter18pt-Bold|Inter18pt-Italic|Inter18pt-Regular|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal
iclr-2026-87e3cec2f574,ICLR,oral,foundation_200,19,15,34,34,1.0,26.676,22.5,0.0,0.470588,0.0,0.176471,0.0,9.963,#4B626D|#25414E|#8F9EA4|#112F3D|#A1ADB2|#75868E|#586D77|#39525D,0.441176,0.147059,0.823529,Aptos|BBOLD10|CMBX10|CMEX10|CMMI10|CMMI5|CMMI6|CMMI7|CMMI9|CMR10|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY5|CMSY7|CMSY9|CambriaMath|MSAM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal
iclr-2026-883c05e1e1dc,ICLR,oral,foundation_200,20,2,22,22,1.0,35.364,31.5,0.0,0.454545,0.090909,0.318182,0.045455,5.674,#F9EBD3|#E8EFD6|#F6CFB3|#FDD3DD|#564E82|#A0B8F4|#CCB7C9|#D2DBF4,0.954545,0.090909,0.909091,CMEX10|CMMI10|CMMI5|CMMI6|CMMI7|CMMI9|CMR10|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY5|CMSY6|CMSY7|CMSY9|DejaVuSans|DejaVuSans-Oblique|DejaVuSansMono|Lato-Bold|Lato-Light|MSAM10|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal
iclr-2026-890e5fac4757,ICLR,oral,replication_200,9,14,23,23,1.0,35.609,26.0,0.869565,0.565217,0.130435,0.521739,0.0,9.963,#367DBD|#FFFAD4|#C2DEEB|#DDF1D4|#5893C8|#C8DBEC|#908A8B|#B4AEA8,0.695652,0.086957,0.826087,AdobeSongStd-Light|Aptos|CMBX10|CMBX7|CMEX10|CMMI10|CMMI5|CMMI7|CMR10|CMR5|CMR7|CMSY10|CMSY7|CMSY9|MSBM10|MyriadPro-BoldIt|MyriadPro-Regular|MyriadPro-Semibold|MyriadPro-SemiboldIt|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|SFRM1000|TimesNewRomanPS-BoldMT|TimesNewRomanPSMT|URWPalladioL-Bold
