paper_id,conference,analysis_stratum,name,status,description,limitation_type,strategy,evidence_pages,evidence_sections
iclr-2026-fb08cee992a1,ICLR,oral,scenarios_environments_tasks,observed,五类场景分别使用 WebArena、RAG-based Deep Search、TextCraft、BabyAI、SciWorld。,,,6,§5.1 Experimental Settings
iclr-2026-fb08cee992a1,ICLR,oral,backbone_models,observed,主 backbone 为 Qwen-2.5-3B 与 Qwen-2.5-7B。,,,7,§5.1 Experimental Settings
iclr-2026-fb08cee992a1,ICLR,oral,baselines,observed,Table 1、5–8 包含 proprietary 与 open-source baselines。,,,7|25,Table 1|Table 5
iclr-2026-fb08cee992a1,ICLR,oral,agent_paradigm,observed,训练与评估均使用 ReAct。,,,7,§5.1 Experimental Settings
iclr-2026-fb08cee992a1,ICLR,oral,webarena_data_split,observed,372 training queries、50 testing queries；排除改变网站状态的 Content & Config tasks。,,,29|29,Appendix E.1|Appendix E.1
iclr-2026-fb08cee992a1,ICLR,oral,webarena_schedule,observed,evaluation/fixed training 15 turns；ScalingInter-RL 8→12→15，每 80 steps。,,,29,Appendix E.1
iclr-2026-fb08cee992a1,ICLR,oral,deep_search_data,observed,使用七个 QA datasets；文中称从 development sets 随机抽取 400 examples。,,,29,Appendix E.2
iclr-2026-fb08cee992a1,ICLR,oral,deep_search_schedule,observed,evaluation 10 turns；fixed training 5；ScalingInter-RL 在 steps 200/300 为 5→8→10。,,,29,Appendix E.2
iclr-2026-fb08cee992a1,ICLR,oral,textcraft_design,observed,按 crafting-tree depth 1–4 分层；evaluation 20、fixed 30、ScalingInter-RL 10→20→30，每 100 steps。,,,30|30,Appendix E.3|Appendix E.3
iclr-2026-fb08cee992a1,ICLR,oral,babyai_design,observed,六个 goal subsets；evaluation/fixed 20；ScalingInter-RL 6→13→20，每 100 steps。,,,31|31,Appendix E.4|Appendix E.4
iclr-2026-fb08cee992a1,ICLR,oral,sciworld_design,observed,八个 task subsets；evaluation/fixed 20；ScalingInter-RL 10→15→20，每 200 steps。,,,31|31,Appendix E.5|Appendix E.5
iclr-2026-fb08cee992a1,ICLR,oral,rl_hyperparameters,observed,主算法为 GRPO；WebArena lr 5e-7，其余 1e-6；KL 1e-3；temperature 1.0。,,,29|31,Appendix E.1|Appendix E.5
iclr-2026-fb08cee992a1,ICLR,oral,rollout_samples,observed,WebArena 每 query 4 trajectories；其余环境 8。,,,29|31,Appendix E.1|Appendix E.5
iclr-2026-fb08cee992a1,ICLR,oral,hardware,observed,使用 NVIDIA A100 GPUs 与 Ascend 910B NPUs；未给设备数量或内存。,,,27,Appendix E
iclr-2026-fb08cee992a1,ICLR,oral,random_seeds,not_present,正文与 Appendix E 没有训练或评估 seed。,,,27,Appendix E
iclr-2026-fb08cee992a1,ICLR,oral,independent_training_repeats,not_present,未报告独立训练重复；per-query trajectories 属于同次 rollout sampling。,,,29,Appendix E.2
iclr-2026-fb08cee992a1,ICLR,oral,training_budget,observed,报告部分 horizon transition steps 与 Figure 8 运行曲线；未给统一总 token、episode 或 device-hour budget。,,,29|9,Appendix E.2|Figure 8
iclr-2026-fb08cee992a1,ICLR,oral,uncertainty_and_tests,not_present,主要图表仅给点估计或单条曲线，没有离散量、区间或假设检验。,,,7,Table 1
iclr-2026-fb08cee992a1,ICLR,oral,data_leakage_control,not_present,WebArena 排除规则控制网站状态污染；未讨论训练/测试内容泄漏。,,,29,Appendix E.1
iclr-2026-fb08cee992a1,ICLR,oral,failure_criterion,observed,主要使用环境 outcome reward、accuracy/success 与 task completion；未给跨环境统一失败阈值。,,,3|25,§2.1 Formulation|Table 5
iclr-2026-fb08cee992a1,ICLR,oral,implementation_source,observed,提供 GitHub 与匿名 code/data ZIP；未给 commit、容器或环境版本。,,,1|11,Abstract|Reproducibility Statement
iclr-2026-935af26c0a67,ICLR,oral,Predeclared research questions,not_present,正文按三个攻击场景与两个 robustness/ablation 模块组织，但未以 RQ/Hypothesis 编号预列问题。,,,5,4 Evaluation
iclr-2026-935af26c0a67,ICLR,oral,Threat-model separation,observed,攻击者不知道 victim 数据集或微调细节；FAB 内层固定用 Alpaca，而评估覆盖四个用户数据集。,,,3|5,3 Threat Model|4 General Experimental Setup
iclr-2026-935af26c0a67,ICLR,oral,Target behaviors,observed,三个主任务为 advertisement injection、jailbreakability 与 over-refusal；附录增加 sudo 条件触发。,,,5|32,4 Evaluation|B Additional Scenario
iclr-2026-935af26c0a67,ICLR,oral,Models,observed,主实验使用 Llama-3.2-1B、Llama-3.2-3B 与 Phi-2；scale 上限为 3B。,,,6|10,4.1 and 4.2 Setup|5 Limitations
iclr-2026-935af26c0a67,ICLR,oral,User-finetuning datasets,observed,AlpacaGPT4、CodeAlpaca、OpenMathInstruct、PubMedQA 作为用户微调集；over-refusal 排除 PubMedQA。,,,5|7,4 General Experimental Setup|4.3 Setup
iclr-2026-935af26c0a67,ICLR,oral,Attacker meta-learning dataset,observed,内层模拟微调固定使用 generic Alpaca，k=50；组件消融还替换为 PM-QA、CA、OMI。,,,5|9,4 General Experimental Setup|4.5 Component Ablation
iclr-2026-935af26c0a67,ICLR,oral,Baselines and matching,observed,每个 FAB 模型与同架构 instruction-tuned 或 factory-instruct 模型比较，并同时报告微调前与后。,,,5|6,Table 1 and Table 2|Table 3 and Table 4
iclr-2026-935af26c0a67,ICLR,oral,Advertisement ASR denominator,observed,从 Dolly 采样 1.5k prompts；响应是否包含目标词 McDonald 构成 ASR。,,,6,4.1 Setup
iclr-2026-935af26c0a67,ICLR,oral,Over-refusal ASR denominator,observed,从 Dolly 采样 1.5k prompts；GPT-4.1 judge 返回 A 或 B 记为 refusal。,,,7|36,4.3 Setup|C.4 Details on Attack Judges
iclr-2026-935af26c0a67,ICLR,oral,Jailbreak ASR denominator,not_present,使用 Qi et al. harmful dataset 与 GPT-4.1 judge，但 PDF 未报告 harmful-query 精确样本数。,,,7,4.2 Setup
iclr-2026-935af26c0a67,ICLR,oral,Jailbreak decision rule,observed,judge 评分达到 4 或 5 时计为 jailbreak success。,,,36,C.4 Details on Attack Judges
iclr-2026-935af26c0a67,ICLR,oral,Utility benchmarks,observed,ARC、MMLU、HellaSwag、TruthfulQA、HumanEval、PubMedQA、GSM8K；使用 EleutherAI LM evaluation harness。,,,5|34,4 General Experimental Setup|C.3 Benchmark Evaluation
iclr-2026-935af26c0a67,ICLR,oral,Utility metric implementation,observed,多选题报告 normalized log-likelihood accuracy；HumanEval/GSM8K 为 greedy single-sample pass@1，GSM8K 5-shot。,,,34|34,C.3 Benchmark Evaluation|C.3 Benchmark Evaluation
iclr-2026-935af26c0a67,ICLR,oral,Trigger-finetuning budget,observed,默认 batch 32、sequence length 512、LR 5e-5、linear scheduler、AdamW、2000 steps。,,,34,C.2 Trigger-finetuning Hyperparameters
iclr-2026-935af26c0a67,ICLR,oral,FAB training budget,observed,outer loop 默认 2000 steps；inner ft 为 50 steps、batch 1；主要 optimizer 与 loss weights 在 App. C.1 给出。,,,33|33,C.1 FAB Hyperparameters|C.1 FAB Hyperparameters
iclr-2026-935af26c0a67,ICLR,oral,Random repetitions,observed,Table 7 每个 configuration 独立运行 5 次；λreg 消融也训练 5 个独立 FAB models。,,,8|29,4.4 Setup|A.7 Setup
iclr-2026-935af26c0a67,ICLR,oral,Random seed values,not_present,PDF 报告 repetitions 与 standard deviation，但未列出 seed 数值或固定方式。,,,8,4.4 Results
iclr-2026-935af26c0a67,ICLR,oral,Hardware,observed,Llama-1B 在单 H100/GH200 上训练；Phi-2 与 Llama-3.2-3B 用单节点四张 GH200。,,,39|39,E.2 Resources|E.2 Resources
iclr-2026-935af26c0a67,ICLR,oral,Runtime,observed,Llama-1B FAB 平均 3h30m，单数据集用户微调 20m；k=50 的具体总训练时间为 3h32。,,,39|36,E.2 Resources|Figure 35
iclr-2026-935af26c0a67,ICLR,oral,Implementation source,observed,脚注与 Reproducibility Statement 提供代码链接，许可证为 research-only Open-RAIL。,,,2|10,1 Main Contributions|Reproducibility Statement
iclr-2026-935af26c0a67,ICLR,oral,Data leakage controls,not_present,论文维持 attacker/victim dataset 分离，但未报告 benchmark contamination 或 de-duplication 检查。,,,33,C.1 FAB Hyperparameters
iclr-2026-935af26c0a67,ICLR,oral,Failure and success thresholds,observed,主表用相对 baseline 2× 或绝对 ASR 色阶作可视阈值；这些阈值未表述为统计检验。,,,6|8,4.1 Results|Table 7
iclr-2026-935af26c0a67,ICLR,oral,Main-result sequence,observed,实验先给三种攻击，再做 victim-configuration robustness、FAB component ablation、额外 post-training。,,,5|9,4 Evaluation|4.6 FAB Robustness
iclr-2026-935af26c0a67,ICLR,oral,Reproduction granularity,observed,正文给 threat model、algorithm 与主设置；App. C 补训练超参数、judge prompt、runtime，资源与许可在 App. E。,,,10|32,Reproducibility Statement|C Extended Experimental Details
iclr-2026-a6ddc629568b,ICLR,outstanding,predeclared_research_questions,not_present,"No numbered RQ, preregistered hypothesis, or decision rule is stated; §4 moves directly from tasks to metrics and scale.",,,4,§4 Experiment
iclr-2026-a6ddc629568b,ICLR,outstanding,tasks_and_datasets,observed,"Six main generation tasks: Code (HumanEval/LiveCodeBench), Database (Spider), Actions (BFCL), Math (GSM8K), Data-to-Text (ToTTo), Summary (Summary of a Haystack).",,,5,§4.1
iclr-2026-a6ddc629568b,ICLR,outstanding,instruction_count,observed,"Approximately 90-120 sharded instructions per task; task-specific appendix reports 100 Code, 107 Database, 105 Actions, 103 Math, 120 Data-to-Text, and 92 Summary.",,,4|32,§4.1|Appendix J
iclr-2026-a6ddc629568b,ICLR,outstanding,model_scope,observed,"15 LLMs from eight families, spanning small/large, open/closed, and two reasoning models.",,,6|30,§4.3|Appendix I
iclr-2026-a6ddc629568b,ICLR,outstanding,matched_conditions,observed,"FULL, CONCAT, and SHARDED reuse the same underlying tasks; CONCAT controls for shard rephrasing while removing multi-turn disclosure.",,,4,§3.3
iclr-2026-a6ddc629568b,ICLR,outstanding,simulation_repetition,observed,"Ten runs per model-instruction-simulation-type pair in the main experiment; more than 200,000 conversations total.",,,6,§4.3
iclr-2026-a6ddc629568b,ICLR,outstanding,aggregation_and_denominator,observed,"P, A, and U are computed per instruction and then averaged over a corpus; task scores are normalized to 0-100.",,,6|5,§4.2|§4.1
iclr-2026-a6ddc629568b,ICLR,outstanding,metrics,observed,"P is mean task score; A is the per-instruction 90th percentile; U is the 90th-minus-10th percentile range. Task evaluators include functional accuracy, semantic equivalence, exact match, BLEU, and Joint Score.",,,6|5,§4.2|§4.1
iclr-2026-a6ddc629568b,ICLR,outstanding,answer_attempt_scoring,observed,"A SHARDED conversation receives the maximum score across per-turn answer attempts, giving it more chances than single-turn baselines.",,,4,§3.2
iclr-2026-a6ddc629568b,ICLR,outstanding,random_seeds,not_present,The main simulation reports independent stochastic repetitions but no seed values or seed schedule.,,,11,§9 Reproducibility Statement
iclr-2026-a6ddc629568b,ICLR,outstanding,training_budget,not_applicable,The work evaluates existing LLMs and does not train a model.,,,6,§4.3
iclr-2026-a6ddc629568b,ICLR,outstanding,inference_budget,observed,"Estimated total API cost is about $5,000; all tasks use under 20k context tokens, most under 8k.",,,6,§4.3
iclr-2026-a6ddc629568b,ICLR,outstanding,hyperparameters,observed,"Main experiments use temperature 1.0 and default remaining hyperparameters; response cap 1,000 tokens, increased to 10,000 for o3 and Deepseek-R1.",,,29|30,Appendix I|Appendix I
iclr-2026-a6ddc629568b,ICLR,outstanding,physical_hardware,not_present,"Model providers and local Ollama access are listed, but CPU/GPU hardware is not specified.",,,30,Appendix I
iclr-2026-a6ddc629568b,ICLR,outstanding,implementation_sources,observed,Appendix J identifies benchmark sources and reuses official or maintained evaluators; the paper states code/data will be released upon acceptance.,,,30|11,§J.1|§9 Reproducibility Statement
iclr-2026-a6ddc629568b,ICLR,outstanding,data_leakage_control,not_present,No explicit contamination audit is reported. The authors acknowledge that an early correct guess could reflect benchmark memorization.,,,11,§8 Ethics Statement
iclr-2026-a6ddc629568b,ICLR,outstanding,failure_criteria,observed,"Task-specific success is defined by official evaluators; invalid SQL/code or semantic mismatch yields zero, while refinement tasks use continuous metrics.",,,31|32,§J.2-§J.3|§J.5-§J.6
iclr-2026-a6ddc629568b,ICLR,outstanding,simulator_validation,observed,"Manual inspection evaluates shard reveal/contextualization, strategy labels, extraction, and overall validity; the prose and table disagree on inspected conversation count.",,,19|20,Appendix D|Table 2
iclr-2026-a6ddc629568b,ICLR,outstanding,formal_statistical_inference,not_present,"The paper reports means and empirical percentiles but no estimator intervals, hypothesis-test specification, or multiple-comparison procedure.",,,6,§4.2
iclr-2026-a6ddc629568b,ICLR,outstanding,supplementary_experiments,observed,"Gradual sharding, RECAP/SNOWBALL, system-prompt hinting, temperature, and translation experiments probe granularity, mitigations, and scope.",,,9|26,§5.3-§6|§G.1
iclr-2026-88c6c50ec3eb,ICLR,outstanding,predeclared research questions,not_present,引言用 prose 提出 succinctness lens，没有编号研究问题或假设。,,,1,§1
iclr-2026-88c6c50ec3eb,ICLR,outstanding,datasets and tasks,not_applicable,形式语言与复杂度论文；没有 empirical dataset/task。,,,1,Abstract
iclr-2026-88c6c50ec3eb,ICLR,outstanding,models and baselines,not_applicable,UHAT、LTL、RNN 与 automata 是形式表征类，不是训练模型/实验基线。,,,5,§2.5
iclr-2026-88c6c50ec3eb,ICLR,outstanding,metrics and aggregation,not_applicable,决策量是 representation size、shortest accepted word、translation blow-up 与 complexity class。,,,5,§2.5
iclr-2026-88c6c50ec3eb,ICLR,outstanding,random seeds,not_applicable,没有随机实验。,,,,
iclr-2026-88c6c50ec3eb,ICLR,outstanding,training budget and hyperparameters,not_applicable,没有训练过程。,,,,
iclr-2026-88c6c50ec3eb,ICLR,outstanding,hardware,not_applicable,没有运行时实验或硬件报告。,,,,
iclr-2026-88c6c50ec3eb,ICLR,outstanding,implementation source,not_applicable,论文提供数学构造与证明，没有软件实现。,,,,
iclr-2026-88c6c50ec3eb,ICLR,outstanding,controls and leakage,not_applicable,没有数据采样、匹配或泄漏边界。,,,,
iclr-2026-88c6c50ec3eb,ICLR,outstanding,formal failure criterion,observed,non-emptiness、equivalence 与 tiling-solution iff 是明确的判定标准。,,,7,"§3, Lemma 8"
iclr-2026-88c6c50ec3eb,ICLR,outstanding,reproducibility granularity,observed,主文保留关键构造和定理；A.1–A.7 给出完整 proof chain，A.6 明示为 proof sketch。,,,14|20,Appendix A|A.6
