paper_id,conference,analysis_stratum,visual_narrative,caption_system,table_header_system,method_result_ablation_link,main_appendix_link,typography_consistency,color_consistency
icml-2026-2b0091abd25f,ICML,oral,Figure 2 先把 distribution mismatch 变成四路可见对照；Figure 1 与 Figure 3 再把 thesis 收束到两类 agent-native trajectory 及其规模；Table 1/2 给出 SWE-V headline 和开放 recipe 定位；Table 3 展示跨领域结果；Table 4 把性能拆成 PR grounding 与 trajectory composition 机制；Figure 4 展示单阶段 MT 的训练步数趋势；Figure 5–7 将 prompt、general PR 和 Python PR 格式落到附录复现接口。,11 个对象均采用对象下方编号 caption，正文 Figure 1–4 和 Table 1–4 的 caption 负责标题与最低限度设置，Figure 4/Table 1/Table 4 直接写出主结论；Figure 3、Figure 6、Figure 7 的 caption 仅命名对象，关键语义由正文和图内标签承担。只有 Figure 4 的 caption 标题有明显 medium/bold 视觉差异。,Table 1/2 以模型/训练阶段/agent scaffold 为主轴；Table 3 用两层模型规模×Base/MT/Δ；Table 4 用两层 SWE-Verified×模型规模并以 row group 区分 zero-shot/SFT。规则均采用无竖线的横向 partial-grid，强化分组阅读而非网格切块。,Figure 2 的四种范式和 Figure 3 的 pipeline 定义 Dctx/Denv 语义，Table 1 将其映射到主性能，Table 4 检验 PR grounding/trajectory mixing 的机制，Figure 4 考察同一混合的训练步数趋势；误差/重复信息在所有表和 Figure 4 中缺席，证据链对点估计较敏感。,Figure 3 对应附录 Figure 5–7 的 prompt/template 实例；Figure 6 与 Figure 7 用两种格式具体化 Figure 3 的 Template Organization；页 19 的 contamination 说明补充正文数据完整性。附录对象提供格式复现，未提供独立性能切片或不确定性。,页面 caption/正文的 Nimbus Roman 和数学字体稳定；Figure 2 的 Segoe UI/Consolas、Figure 4 的 DejaVu 字体和 Figure 1/3 的导入图字体形成局部体系。附录卡片使用等宽体保留模板/代码结构，视觉语义清楚，但跨对象的图内字号与字重缺少统一 token。,pastel 流程色在 Figure 1–3 中复现数据阶段/trajectory 分支语义，Figure 2 的蓝/橙分类最稳定；Figure 4 的蓝/红只用于模型规模；Table 3 的橙 Δ 和 Table 1/4 的浅色高亮是局部强调。颜色通常有标签/位置冗余，但 Table 1 的 cell fill 和 Figure 1/3 的 pastel 类别需要 caption 或图例解释才能完全移植。
icml-2026-32a8402c370d,ICML,oral,Figure 1 先呈现 symmetric deviation 与 asymmetric invariance，Figure 2 给出 objective-landscape/kink 机制，Figure 3 将机制落到 simplex last-iterate trajectories，Figure 4 展示 extensive-form 的 total-update NashConv。附录 Figure 5 换 BMP 实例，Figure 6 加 100-seed standard-error bands，Figure 7/8 拆 μ 的定性和定量 sensitivity，Figure 9 加 CFR family；Tables 1–4 固定矩阵与配置。,所有 caption 以 italic Figure/Table n. 开始，主要是描述性标题。Figure 1/5 定义 proximity，Figure 4/9 定义 total strategy updates，Figure 6 定义 standard-error band，Figure 3/7/8 提供 η/μ/game setup。caption 很少直接写 main finding，没有粗体结论标题，复杂语义依赖图内 label 和正文。,Table 1–3 统一用 x_i 行、y_j 列表示 payoff matrix；Table 4 用 Game、Algorithm、η、μ 的一层表头和五个 game row groups。矩阵表与曲线 panel 的 game 名称可以对齐，但 BRPS/M-Ne/BMP 缩写、dash 语义和玩家方向没有统一脚注。,Figure 1/2 承担 theory-mechanism，Figure 3/6 承担 normal-form dynamics/convergence，Figure 4/9 承担 extensive-form comparison，Figure 5/7/8 承担实例与 μ diagnostics，Table 4 承担 reproduction interface。论文没有 component-removal ablation 图；μ sweep 是机制参数扫描，不应标作模块消融。,正文 Figure 1→Appendix Figure 5，Figure 3→Appendix Figure 6/7/8，Figure 4→Appendix Table 4/Figure 9；Appendix Tables 1–3 是正文/附录曲线引用的矩阵事实源。Algorithm 1 和 Appendix E–K 的证明给出理论边界，但没有额外 Figure/Table。,body/caption 的 Nimbus Roman No9 L、数学 Computer Modern 和表格字号保持稳定；图内定量 axes 多为 DejaVu Sans，Figure 2 的 CambriaMath 与 Figure 1/5 的 TimesNewRomanPSMT 是可见例外。caption 统一 italic，图内 typography 的局部混合使整体一致性弱于表格规则一致性。,Figure 3/6/7/8 复用蓝、橙、绿、红的方法/策略色，Figure 1/5 复用蓝曲线与红 regime 语法；Figure 4/9 使用六方法 categorical legend，Table 1–4 黑白。颜色语法跨对象可追踪，但多数方法没有 marker/linetype 冗余，灰度和色觉差异下需要 panel/legend 文字辅助。
icml-2026-422971fda9c0,ICML,oral,Figure 1 先建立 procedural warm-up → semantic pretraining → domain transfer 的总览；Figures 2–3 依次验证 source–skill matching、shuffle control 与 layer-selective transfer；Figures 4–8 将收益延伸到 semantic curves、token efficiency、downstream MBPP、domain localization 与 data mixture；Appendix Figures 9–14 给出 data interface 和 mechanism controls，Figures 15–20 承担 hyperparameter/robustness boundaries，Figures 21–23 承担 code/BLiMP/MLP-only downstream slices。Table 1 是 weight-mixture headline，Tables 2–7 是 recipe/scale/downstream，Tables 8–14 保存完整矩阵和 variance。,Figure/Table label 使用斜体式编号后接 sentence-case caption；主结果 caption 通常按 setup → encoding/comparison → main finding 顺序，明确 lower-is-better 或 accuracy 方向，并把完整 variance 指向 Appendix N。附录 heatmap/ablation caption 更偏向说明扫描轴、best-cell 标记和控制语义；仅少数 caption 定义 error bars 的具体统计量。,结果表以 Model/Pretraining task/Transfer mode 为行或首列，以 domain/task metrics 为列；↑/↓ 写进指标表头，parameter scale 通过 group row，GLUE 的 Avg 用末列和竖分隔。所有表使用 booktabs、少量横向分隔、无完整网格，数值列右对齐并用粗体/下划线突出 best。,Figure 9 与 Table 2 解释 generator、delimiter、loss target 和训练 recipe；Figures 2–3/Tables 8–12 把 source/task/transfer 诊断量化；Figures 10–14 与 Table 13 将 attention entropy、shuffle 和 noise 作为机制/反事实 controls；Figures 4–8、21–23 与 Tables 1、3–7、14 承接 semantic/downstream/mixture outcomes。,正文 Figure 2/3 明确把完整 variance 指向 Appendix N.1；Figure 5/6/7/8 的 token、scale、downstream 和 mixture claims 在 Appendix L/M/N 由 Tables 3–14 与 Figures 21–23 扩展；Figure 1/6 的 layer/domain story 在 Figures 10–12、21–23 中切成机制与 downstream slices。,PDF 字体对象显示 Nimbus Roman No9 L、Computer Modern math、Nimbus Sans/Mono 与少量外部 TrueType；figure/table 估计字号约 5–10 pt，caption/table body 多为约 7–8 pt。正文与附录维持同一 serif caption/booktabs 体系，但多 panel heatmaps 和小型 charts 的实际可读性依赖高分辨率。,蓝/橙/青绿稳定表示 full/MLP/attention 或 procedural sources，灰色 dashed line 稳定表示 no procedural pretraining；heatmaps 独立使用 sequential/diverging colorbars，green best-cell outline 是附录配置选择的共同标记。颜色对 transfer/source 仍是主编码，灰度安全性普遍有限。
icml-2026-44fb3b3b59c9,ICML,oral,Table 1/2 先建立延迟轨迹词典；Figure 1 将词典转为 augmented transition graph；Figure 2 把 graph 抽象为 known queue shift/unknown state factorization；Appendix Figure 3 再把理论下界落到 tree + CodeMDP hard instance。全文没有经验 chart、benchmark table 或 ablation chain。,表 caption 放在表上、图 caption 放在图下，均使用 italic label 加描述句；Figure 1 解释线型和概率缩写，Figure 2 解释颜色与机制，Figure 3 说明 top/bottom 构造和 success/fail，Table 2 通过 Table 1 复用列定义。caption 不使用粗体结论标题，也没有 conventional uncertainty definition。,Table 1/2 共享六个数学列名，单层、居中、h 后局部竖分隔，top/header/End/bottom 细水平规则；没有模型/任务分组或单位列，内容是 trajectory state 而非结果统计。,本文没有 empirical result 或 ablation；Table 1/2 是 problem/method interface，Figure 1/2 是 method/theory mechanism，Figure 3 是 Theorem 3 lower-bound construction。Algorithm 1–5 与 Appendix proofs 是核心证据载体，不被误计为 Figure/Table。,正文 Table 1/2、Figure 1/2 逐步定义和抽象 delayed MDP；附录 A 给出完整算法，附录 D 用 Figure 3 承接 Theorem 3 的 CodeMDP/hard-instance proof，Appendix E–G 扩展证明但没有额外 Figure/Table。,所有对象保持 Nimbus Roman + Computer Modern 数学体系、黑色细线和 caption 规则；主文图内字号明显小于表体，Figure 3 通过页宽和较大标签缓解密度；没有公开绘图源码可验证 source-level rcParams。,Table 1/2 和 Figure 1 主要为黑/灰；Figure 2 的蓝/橙/绿编码局部已知/未知/结果；Figure 3 的淡黄/淡绿/淡粉编码 leaf/success/fail。颜色没有跨图复用成统一变量，但每个图内都有文字、位置、拓扑或线型冗余，整体灰度仍可读。
icml-2026-4f5bde46fdf3,ICML,oral,"Figure 1 establishes the confidence-heuristic failure when semi-AR block structure is removed; Figure 2 inserts the learned unmasking policy into the frozen dLLM interface; Figure 3 shows reward/compute training dynamics; Figure 4 is the main accuracy–NFE frontier. Figures 5–7 explain block allocation, test-time control and full-diffusion ordering; Figure 8 tests model/domain/length transfer; Figure 9 ablates reward, sampling and inputs. Appendix Figures 10–20 replicate, stress-test and extend those claims, while Figures 21–26 connect selected frontiers to order-level mechanisms and Figures 27–33 provide matched token-grid trajectories. Appendix Tables 1–5 hold configuration and exact NFE–accuracy values.","Captions consistently begin with a Figure/Table label and then state the setting, comparison or appendix pointer. Main quantitative captions usually define regime, model, α/τπ and NFE, but primary uncertainty/seed conventions are uneven; captions for qualitative grids are intentionally terse and rely on nearby section text. Several appendix captions directly state the finding, while Figures 1–2 and 8 leave more of the conclusion to the surrounding prose.",All five tables use a compact three-column header. Table 1 uses Category–Parameter–Value with three grouped sections; Tables 2–5 use Method–NFE–Accuracy (%) with six or seven method row groups. Horizontal booktabs-like rules and explicit percentage units form a stable header/body grammar; body cells have no explicit highlighting and there are no vertical cell grids.,"The method interface in Figure 2 and the α/reward dynamics in Figure 3 lead to the main policy frontiers in Figure 4. Figure 5–7 diagnose why the frontier changes, Figure 9 tests the reward/sampling/input design choices, and Appendix Figures 14–16 separate α, seed and τπ effects. Appendix J Tables 2–5 preserve the exact values underlying the plotted method comparisons.","Main Figures 1–9 are expanded by direct replicas (10–13, 21), denser control/seed/temperature analyses (14–20), and qualitative order evidence (22–33). Appendix H Table 1 records the training/policy configuration, and Appendix J Tables 2–5 provide exact semi-AR/full-diffusion values for the headline curves.","Body/caption typography and math symbols are stable Computer Modern/Nimbus forms; plot labels use rasterized sans-serif variants and the pipeline diagram uses SFPro-like display faces. Figure text is generally 5–10 pt at PDF size, with token grids and legends at the lower readability edge; tables are more typographically regular and PDF-object evidence is high.","Gray/blue/orange recur for the three heuristic baselines, green identifies learned policy, and purple identifies expert steering in most Pareto charts. Added baselines and ablations introduce brown/red/yellow locally; sequential blue-to-red is reserved for unmask time. Marker/line style and panel labels provide partial redundancy, but cross-figure color semantics are less strict in training and qualitative panels."
icml-2026-500e61245eb4,ICML,oral,"Figure 1 sweeps deterministic v2, Figure 2 shows the k/revenue-speed trade-off, Figures 3–4 show binary Bayesian revenue by n, and the Appendix E conditional CDF panels compare observed strategies with Bayes Mixed Nash formulas. The plots are downstream qualitative evidence for a theory-led paper whose LP/dual-fitting mechanism stays in text and equations.","Numbered captions use a short quantity-for-parameter sentence and omit most setup, encoding, uncertainty, and findings. Appendix E uses unnumbered brace text under each image, with no shared caption for the composite panel sets.","No tables occur in the 25-page PDF, so there is no table-header system to audit.","Algorithm 1 defines repeated auction interaction and Section 3 derives the LP/dual-fitting guarantee; Figures 1–3 provide deterministic/Bayesian result diagnostics. There is no component ablation, and the Bayesian plots are outside the proved deterministic theorem boundary.",p.10 explicitly defers Bayesian figures and explanation to Appendix E. Figure 4 is the same reve1 asset as Figure 3; Appendix E then adds conditional CDF overlays and a three-value setting rather than independent replication.,Raster plot labels are consistently small DejaVu-Sans-like text and PDF captions/body are Computer Modern; typography is stable across main and appendix objects but plot text is below comfortable single-column reading size.,"Red/blue/green/yellow recur as parameter-series colors, red is empirical/no-swap in CDFs, and blue is theory in overlays. Multi-series trajectory figures still rely primarily on color and are not grayscale-safe."
icml-2026-57d6cc1a187d,ICML,oral,"The sequence moves from target-motion question to motion mask/gradient interface, efficient ranking, selected examples, VBench and human outcomes, then projection/frame-length ablations and appendix extensions for model, shortcut, overlap, query, runtime, and overlay evidence. Figure 1 is the method spine; Figures 2–3 connect scores to content and outputs; Tables 1–2 carry the main decision surface.","Most captions start with a title and bold headline phrase, with Figure 2 and Tables 3–4 as weaker title-only/less formal cases. Figure 7 has the fullest encoding and aggregation definition. Main gaps are Figure 3’s unnamed scenarios, Figure 4’s Left/Right mapping conflict, and the absence of uncertainty definitions in performance/cost captions.","Tables 1 and 5 use model headers spanning six metric columns; Table 2 uses Win/Tie/Loss; Tables 6–7 use component or method headers with runtime units in body/notes. Tables 3–4 keep a symbol/description glossary. Performance, cost, and failures are distributed across objects rather than shown in one unified decision table.","Figure 1 and Eqs. 10–18 align with Algorithm 1; Ours w/o MM in Tables 1, 2, and 5 provides component deletion; Figure 5 selects D′=512; Figure 4 tests frame-length handling; Figure 6 checks a raw-motion shortcut. Eq. 11’s scalar role versus later L2 normalization remains visually unseparated.","The main paper supplies method, primary benchmark, human evaluation, and key ablations. Appendix A defines symbols; C adds LTX-2B; D adds motion shortcut/overlap; F adds query details; G adds runtime/limitations; H adds overlay. Algorithm 1 in E is the direct executable companion to Figure 1.","XCharter and Computer Modern mathematics are stable across prose, captions, equations, and tables, while internal figure labels mix DejaVu/sans-serif, SVG text, and embedded video typography. The recurring 5–10 pt labels define the main visual readability limit.","NVIDIA green links pipeline panels, Motive rows, query headers, and overlay headers; blue/green/red recur for query/positive/negative and original/overlay roles. Figure 6/7 use local scales with clear captions, but light pastel fills and secondary pipeline categories weaken under grayscale."
icml-2026-5e9fe0b20cf5,ICML,oral,"Figures 1–2 move from canonical bias mechanisms to SAM; Figure 3 and Table 1 map the causal assumptions and capability coverage across datasets; Figure 4 and Table 3 turn the mechanism into a controlled counterfactual test; Table 2 provides the six-dataset headline comparison. Appendix D/E supplies full graph/proof context, H.3–H.8 supplies dataset and counterfactual imagery, and Tables 4–7 expose correction history, search budget, diagnostic decomposition, and runtime/OOM limits.","Captions consistently use an italic Figure/Table label followed by a short title. Main graph captions mostly define setup or color and point to appendix context; Tables 2, 4, 6, and 7 add metric, uncertainty, condition, or failure definitions. Only Table 7 states a main efficiency finding directly; several qualitative captions are title-only.","Native tables use compact serif headers, directional arrows where the metric decision is important, grouped headers for capability dimensions, batch sizes, or metric families, and horizontal rules rather than full cell grids. Table 2/4 use dataset-specific metric names; Tables 3/6 use sensitivity/performance directions; Table 7 uses a two-level batch-size header.","The paper has no conventional component-removal ablation table. Method claims are linked instead through the SAM diagrams, controlled path diagnostics (Figure 4/Table 3 and Figure H.8/Table 6), broad benchmark Table 2, and runtime/search-cost Tables 5/7.","Main Figures 1–4 and Tables 1–3 explicitly call or are expanded by Appendix D/E/H; Table 2 points to H.1.6 and B, Figure 2 points to D.1, Figure 4 points to H.8, and the appendix repeats old results and supplies counterfactual/runtime detail.","Body, captions, graph labels, and native tables use the same TeX serif/math family with italic caption labels; figure/table text is compact but consistent. Figure E.2 embeds raster graph labels, while the other formal diagrams and captions are native PDF text.","Black/gray is the stable structural palette. Blue/red path accents are introduced for causal-role emphasis in Figures 3–4, while Appendix H.6–H.7 retain natural photograph colors. The structural palette is consistent, but path/photo color is not redundant or uniformly grayscale-safe."
icml-2026-64951680e1b2,ICML,oral,Figure 1 benchmark map → Figure 3 MiAE pipeline → Table 1 denominators → Table 2/3 protocol comparisons → Table 4/5 component controls → Figure 4/5 trends → Figure 6 latent space → Appendix Figure 7/8/9 and Tables 6–9 reproducibility/coverage。,多数 caption 采用斜体编号、bold 标题、setup/encoding/finding；Figure 1–3 较自足，Figure 4–6 短而偏 finding，Appendix Figure 7–9 偏条件和 visual key。Figure 7 panel mapping 冲突，Table 4/9 slash/空白继承语义和 Figure 8 后两 panel 无 legend 降低自足性。,Table 1–3 使用 grouped headers 区分来源、protocol 与 test/external；Table 2/3 用 bold/underline 标 best/second-best，Table 5/9 用 gray row 标 default；Table 4/8 等小表采用单层 header 和 booktabs-like 横线。,Figure 3/Appendix B.1–B.3 固定 method interface 与复现参数；Table 2/3 回收性能和 representation；Table 4/5、Figure 4/5 对应 masking、decoder、loss、scale、sequence 组件问题；Table 9 完整复列 ablation。,正文 Figure 2/4–6、Table 1–5 先给 benchmark、主比较、关键 trade-off 和定性 latent；Appendix Tables 6–9、Figures 7–9 承载架构/训练复现、cost、完整消融、attention 与 reconstruction coverage。附录补充样本和实现细节，但没有补上 seed uncertainty。,主文和附录均以 Nimbus Roman/Computer Modern serif 为主，图内统计轴和散点加入 DejaVu Sans/Times New Roman；字号层级总体一致，但小栏 raster、Figure 8 多 panel 和 Table 9 宽表在缩放后阅读成本更高。,red/gray 结构语义在 Figures 2/9 一致，blue/red test-external 语义在 Figure 5 一致；Figure 1/8 CATH categorical palettes 与 Figure 7 attention sequential palette 各自合理但没有跨对象共享 legend，灰度安全性有限。
icml-2026-7207f7ebdc88,ICML,oral,Figure 1 先给出 LM/ST/部署接口，Figure 2 给出 α/Δ 误差机制，Figure 3 与 Figure A 展开 ST 函数和退火轨迹；Tables 1–4 建立跨模型、QAT/PTQ 和 token 成本主比较，Tables 5–12 逐项消融，Table 13 把准确率叙事延伸到 CPU/GPU 内存吞吐；Figure B 与 Figures C–K 提供优化轨迹和跨层/专家的机制复核，Table B 负责复杂任务失败边界。,所有 caption 以斜体 Figure/Table 标签开头，正文 caption 多数同时给设置、比较对象和编码说明；Figure 2、C–K 把颜色 key 写入 caption，Figure B 在图内重复 legend；表格 caption 统一说明指标/默认值/最佳值，但 Table A 很短，Table B 未给模型身份。,性能表统一采用 Model/Method、量化或预算列、PIQA/ARC-e/ARC-c/HS/WG、Avg↑；消融表把被扫描的设计参数置于指标前；Table 13 用两级硬件资源表头，Table A 为 Configuration/Setting，Table B 为数学/代码任务。,Eq. (3)–(7) 的 LM、ST 和 sliding-layer objective 由 Figure 1/3 接口化；Table 1–4 给结果，Table 5–12 和 Figure B 把组件、γ、s0、α/Δ、µ、samples、group size 与结果绑定；Figures C–K 检查同一机制跨层和专家的误差分布。,正文 Figure 2 明确指向 Appendix 的 Figures C–K；正文 p.9 逐项指向 Appendix 的数据、设置、Figure A/B、Table B、Figures C–K 和限制。Table A/B 与 Figures A–K 提供默认参数、连续函数、loss、复杂任务失败和泛化切片。,表格与正文均以 Nimbus Roman/Computer Modern 为主，表格约 6.7–7 pt body/header；方法图公式较大，raster scatter 内嵌 DejaVu Sans 小字号。Figure B 与表格 caption 仍保持 Roman 体系，但 raster panel 内外字体混合导致附录图的视觉层级略不均。,Figure 2 与 Figures C–K 稳定复用蓝=SA、橙=DL、绿=LM；Figure 1 用红=learnable factors、蓝=statistics priors，Figure 3/A 用红色函数，Figure B 用红=without ST、绿=with ST。语义在每个 caption 明示，但多数量化图没有形状/线型冗余。
icml-2026-734764c3c087,ICML,oral,Figure 1 展示跨语言输出，Figure 2 给出训练/推理接口，Figure 3 展开 Stage I/II/Inference 机制，Figure 4 解释 prior-to-weight refinement，Table 1/Figure 5 给出主比较，Table 2–3/Figure 6 给出消融和参数权衡，A1–A5 扩展 qualitative 与语言 overlay。,Figure 1–6 的 caption 采用标题+设置+比较/机制+主发现；Figure A1/A2 复制 Figure 5 的基线 caption，A3–A5 采用 zero-shot+mask overlay+训练期边界模板。Table 1–3 的 caption 从完整设置逐渐缩短，Table 3 最不自含。,三张表均用两级指标组表头；Table 1 为 Reconstruction/Perceptual/Temporal/Flow/Time，Table 2 去掉 Time，Table 3 增加三组 row-group 条件；箭头直接放在指标名后表示方向。,Figure 3 的 four-part method 映射到 Table 2 的 M1–M4；Figure 4 和 Figure 6 分别提供 prior refinement 与 LoRA-only/full qualitative evidence；Table 1/Figure 5 是主性能和基线比较。,正文 §4.3 明确调用 Figure A1/A2/A3/A4/A5；A1/A2 扩展 baseline cases，A3–A5 扩展语言和训练期 mask overlay，但不补逐语言数字、失败集或不确定性。,caption/表格以 Computer Modern/Nimbus Roman 为主，数学变量使用 CMMI/CMSY；Figure 2–3 框内出现 Arial/Times/Cambria/Segoe 风格，视频网格的行标签和 PSNR 多为衬线斜体/粗体，局部标签接近等宽体。,红色虚线框在 Figure 5–6/A1–A2 中语义稳定；浅色 language bars 在 Figure 1/A3–A5 中稳定；青蓝 mask 在 Figure 4/A3–A5 中稳定。但颜色多数没有形状/纹理冗余，灰度安全性低。
icml-2026-756c559690e6,ICML,oral,Figure 1 frames people-loop barriers and the autonomous loop → Figure 2 expands Perceiver/MCTS/Executor/Evaluator and rollback → Figure 3 supplies UGC-Edit/reward provenance → Table 1 and Figure 4 compare methods/visual outputs → Table 2 adds user votes → Figures 5–6 show iterative and user-guided behavior → Appendix Tables 3–4 validate simulation/reward alignment → Figures 7–12 expand positive and external-editor cases → Tables 5–6 expose runtime/budget trade-offs → Figure 13 discloses failure boundaries.,"All captions use the printed Figure/Table number followed by a period and sit below the object. F1–F3 describe setup and components, F4/T1/T2 are result-oriented, F5–F8 are short labels, F9–F12 contain stronger comparison claims, and F13 is a failure caption. Captions rarely state sample n, prompt/model version, aggregation, uncertainty or protocol, so almost every montage and table requires body text.",Horizontal hlines without vertical rules form the shared table grammar. T1 uses wrapped two-level metric headers and bold/underline best/second-best; T2 is a one-row vote table; T3/T4 are metric-by-condition tables; T5 uses total/parent nested percentages; T6 aligns simulation count with time and three quality metrics. No table has a dedicated uncertainty/failure column.,"Figure 2/Algorithm 1 define the MCTS loop and Figure 3 defines the UGC evaluator/data interface; T1, Figure 4 and T2 report end-to-end outcomes; T6 numerically varies simulation budget. UGC evaluator removal and depth=1 are only prose ablations, while T3 is a resolution robustness check rather than a component deletion.",F1 points to main F6 for user guidance; F2 points to the planner loop/Algorithm 1; the main text calls Appendix A/B for T3/T4; Appendix D supplies F7–F12 galleries and external comparisons; Appendix F supplies T5/T6 cost evidence; Appendix G supplies F13 failures. The source prose’s `Appendix H` pointer for prompt/memory has no corresponding section in the 21-page PDF.,"Nimbus Roman/Computer Modern dominate paper text, captions and tables; ComicSansMS/SegoeUISymbol/DengXian/TimesNewRoman are embedded in flow diagrams; TimesNewRoman labels dominate photo assets. Each subsystem has stable hierarchy, but the global font identity is mixed and diagram labels shrink at two-column width.","Flow figures reuse cyan/blue, pink/orange, green and yellow stage accents; photos use natural color with fixed black labels; tables use black/white and bold/underline. Unlike charts with a shared palette, photo color is the outcome itself, so grayscale conversion removes part of the aesthetic evidence."
icml-2026-7c993813ec1f,ICML,oral,Figure 1 定义单维 OMAC 流，Figure 2 用 prompt 实例解释 Comparator，Figure 3 扩展到逐维冻结的多维循环；Tables 1–3 给出三类 benchmark 的单维结果，Figure 4 给出 MATH 多轮 headline，Table 4 和 Tables 8–9 做 actor ablation；Figures 5–8、Tables 5–20 依次覆盖跨任务 replication、threshold/iteration sensitivity、cost、base-LLM/dataset robustness 和 prompt reproduction。,Figure/Table 编号、italicized label 和标题格式稳定，但 Figure 1–3 与 Table 1–4 主要只有 title；Figure 5–7 才在 caption 定义 SD，Figure 4/8 未定义 error bar/聚合。caption 很少直接写主发现，主要结论保留在正文，因此短 caption 易排版但脱离正文不自包含。,性能表复用 Baselines、OMAC Structural Dimension、OMAC Functional Dimension 和五维名称；成本表用 Baselines/OMAC 双层 header，threshold 表用并排 h/l matrix，prompt 表用 Dimension/Prompt。block 复用提高可比性，但不同表的层级和上层 label 不完全对称。,Figure 1/3 的 Initializer、Comparator、dimension state 在 Tables 1–3 和 Figures 4–6 的性能证据中落地；Table 4/8/9 删除 Comparator 的 paired rows，Figure 7 同时改变维度作为设计反例；Tables 5–7 限定初始化、迭代和采样阈值，Tables 10–13 将 structural routing 连接到 calls/cost，Tables 19–20 固化 prompt source。,主文 Figure 1–4、Table 1–4 给出方法接口、三任务单维结果、MATH 多维收益和 actor ablation；附录 Figure 5–8 复用曲线 grammar，Tables 5–9 扩展 sensitivity/ablation，Tables 10–13 补充效率，Tables 14–18 检验模型/数据集 robustness，Tables 19–20 保存可复现 prompt。,PDF 字体对象以 Nimbus Roman No9 L 和 Computer Modern Roman/Math 为主，结果图坐标与 legend 呈 DejaVu Sans 风格；caption、table body 和 header 约 7.5–9 pt，方法图标签约 8–14 pt。结果小图和跨页 prompt 表在缩放后可读性下降。,Figure 1–3 的深蓝/浅蓝/青/黄/桃/橙/绿建立方法阶段色；Figure 4–8 稳定使用蓝 OMAC、紫/绿/红 baseline dashed 和橙 SD bars，表格则采用黑白+bold。图表内部语义稳定，但方法图 palette 与结果图 palette 不同，整体灰度冗余不足。
icml-2026-860833b2a4ca,ICML,oral,Figures 1–3 从 RQ-Transformer、joint token stream 到 BLEU process reward 建立方法接口；Tables 1–3 给出 objective、人评和 Italian adaptation 主结果；Figures 4–8 展开 α、quality/latency、alignment、n_w 和 alternative setup 消融；Appendix Tables 4–6 补训练阶段/迁移结果，Figures 9–10 补 cross-entropy 诊断，Figures 11–14 补跨语言 qualitative output。,所有对象使用 Figure/Table n. 格式，图下 caption、表上 caption；F1–F5、F7–F11、F14 等以粗体短标题开头，F6 标题后缺少句号，F13 保留 varo 拼写错误。主结果 caption 多为条件说明而非直接结论，训练和定性图的轴语义仍部分依赖图内/正文。,Table 1/4/5 使用 Short-form/Long-form 跨列分组和 ↑/↓ 方向；Table 2 使用语言 row groups 与三类 MOS；Table 3 使用阶段/方向指标；Table 6 使用四语言成对模型行。表头常有两层指标行，row group 主要由语言或模型阶段分隔线承担。,Figures 1/2 解释模型与 stream，Figure 3 解释 reward；Tables 1–3 是 objective、人评、新语言主证据；Figures 4/5/7/8 是 RL、quality-latency 和配置消融，Figure 6 为 C 配置的 alignment mechanism；Appendix Figures 9/10 支撑训练复现，Figures 11–14 将 α 结果具体化。,正文直接调用 Appendix Figure 9/10、Tables 4–6 和 Figures 11–14；附录提供主结果的训练阶段、Italian retention、学习曲线和 qualitative examples。附录 caption 提供设置说明，但没有统一 appendix pointer 语法。,正文/表格稳定使用 Nimbus Roman No9 L/Computer Modern；源图按类型使用 Liberation Sans、Verdana、DejaVu Sans 或 rasterized sans-serif。F4/7/8 和 F9/10 的小多曲线图、F11–14 的 raster 词块共同造成字号瓶颈。,Figure 4/7/8 的多色 line 仅在局部 legend 内有条件语义，Figure 9/10 的 codebook palette 跨阶段复用，Figures 11–14 的蓝/白/橙模板跨语言复用；主文方法色、waveform 色和附录 timeline 色形成多个子系统而非全局语义。
