paper_id,conference,analysis_stratum,kind,label,page,placement,caption_start,x0,top,x1,bottom,caption_fonts,caption_size_median
iclr-2026-72f24b2e940f,ICLR,oral,figure,Figure 7,28,appendix,Comparisonbetweenspectrafromsimulationsandtheoryacrossdifferenttrainingphases.,108.0,684.405,144.035,694.368,NimbusRomNo9L-Regu,9.963
iclr-2026-72f24b2e940f,ICLR,oral,figure,Figure 8,29,appendix,"(Left)ExcessriskoftheLASSOestimator,asafunctionoftheregularizationstrength",108.0,362.346,145.021,372.309,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,figure,Figure 1,3,main,OverviewofWDJ.Left:DataCollectionwithquery-basedandenvironment-,108.0,248.883,144.363,258.846,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,table,Table 1,4,main,Annotationagreementrateswithandwithouttheverifiablerubric.The‘withoutrubric’,108.0,437.74,140.926,447.703,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,table,Table 2,5,main,Categoriesandtheirrespectivesub-,108.0,180.169,140.807,190.132,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,figure,Figure 2,5,main,Thedistributionofsub-categoryacross,306.0,356.35,342.672,366.313,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,table,Table 3,6,main,AgreementRate(%)ofdifferentevaluatorsunderdifferentevaluationparadigms.Thebest,108.0,81.722,140.07,91.685,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,figure,Figure 3,7,main,AgreementratesofLLMevaluatorsundervariousguidanceprotocols.Wecomparepair-,108.0,692.955,144.413,702.918,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,table,Table 4,8,main,Impactofobservationformsontheperformanceofmultimodalevaluators.Thenumbersin,108.0,299.281,139.95,309.244,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,table,Table 5,8,main,"Positionalbiasinpairwisecomparison.Preferenceforspecificposition,consistencyand",108.0,618.965,140.717,628.928,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,figure,Figure 4,9,main,Anexampleillustratingthefailuretorecognizefunctionalequivalence.Thewebpage,108.0,186.262,145.37,196.225,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,table,Table 6,9,main,PerformanceontheWebDevJudge-Unit,306.0,516.223,338.996,526.186,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,table,Table 7,10,main,Performancecomparisonbetweensingle,306.0,264.797,338.289,274.76,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,table,Table 8,16,appendix,"Overviewofthefilteringpipeline,includingthenumberofinstancesbeforeandafter",108.0,337.629,141.584,347.592,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,table,Table 9,19,appendix,"Examplesofproblematiccases.Ineachexample,theupperfigureisreferredtoasmodela,",108.0,81.722,139.87,91.685,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,table,Table 10,19,appendix,Statisticsofthegeneratedrubrictrees.,209.538,610.373,246.649,620.336,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,table,Table 11,23,appendix,Detailsoftheagentsettings.,229.314,127.525,266.425,137.488,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,table,Table 12,26,appendix,StatisticsoftheWebDevJudge-Unitdataset.,198.295,242.003,235.406,251.966,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,table,Table 13,27,appendix,Agreementrate(%)withandwithoutmitigatingthepositionalbias.,150.888,238.095,187.999,248.058,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,figure,Figure 5,28,appendix,Theconsistencybetweenmodelpredictionsunderpairwisecomparison.,142.804,426.672,179.058,436.635,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,figure,Figure 6,29,appendix,Theconsistencybetweenmodelpredictionundersingleanswergrading.,142.39,447.757,178.644,457.72,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,figure,Figure 7,29,appendix,Theinnerpredictionconsistencybetweenmodelpredictionsunderrubricparadigm.,119.287,697.679,155.541,707.642,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,figure,Figure 8,30,appendix,Theinter-methodconsistencybetweenmodelpredictionsunderrubricparadigmanddirect,108.0,302.829,143.826,312.792,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,table,Table 14,30,appendix,AgreementRate(%)(withouttie)ofdifferentevaluatorsunderdifferentevaluation,108.0,363.424,147.103,373.387,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,figure,Figure 9,31,appendix,Examplesoftherubrictreestructurederivedfromdifferentsourceswithcorrespond-,108.0,572.03,145.529,581.993,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,figure,Figure 10,32,appendix,Failurecasesinfunctionalequivalenceidentification.WhileGPT-4.1correctlyidentifies,108.0,393.668,149.165,403.631,NimbusRomNo9L-Regu,9.963
iclr-2026-747836133659,ICLR,oral,figure,Figure 11,32,appendix,Failurecaseinfeasibilityanalysisduetooperationerror.Theagenticevaluatorfailsto,108.0,633.984,149.624,643.947,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 1,2,main,"Themaincontributionsofthisworkinclude(A)anovelcomputer-usesabotagebenchmark,",108.0,247.452,143.539,257.415,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 2,5,main,Baselinemonitoring(blue)canbeimprovedbysplittingthetrajectoryintosmallerchunks.,108.0,197.001,143.921,206.964,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 3,7,main,Monitor(Claude3.6Sonnet)AUC(top)andTPRatFPR=0.01(bottom)against,108.0,337.016,145.944,346.979,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 4,8,main,Monitor(Claude3.6Sonnet)AUC(top)andTPRatFPR=0.01(bottom)against,108.0,398.607,145.944,408.57,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 5,9,main,"MonitorAUCagainstawareattackerswithpartialverbalizationinSHADE-Arena,plotted",108.0,291.347,143.901,301.31,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 6,16,appendix,Effectofdifferentfeedbackstrategiesonsuspiciousnessratingsforattacker(solid)and,108.0,263.399,145.152,273.362,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 7,17,appendix,"MonitorAUCandTPRatFPR=0.01forthehierarchical,sequential,andhybrid(µ=0.5)",108.0,282.626,144.092,292.589,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 8,17,appendix,"MonitorAUCforvarioushybridmonitors,plottedagainstµsuchthat",108.0,585.346,150.466,595.309,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 9,18,appendix,MonitorAUCforensembles(µ=0.5)oftwohierarchical(left)ortwosequential(right),108.0,231.546,144.612,241.509,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 10,18,appendix,SequentialmonitoringachieveshigherAUCthanhierarchicalmonitoringonshorter,108.0,608.991,150.853,618.954,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 11,19,appendix,TheAUCdifferencebetweensequentialandhierarchicalmonitoringvariesacrosstasks,108.0,248.812,149.555,258.775,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,table,Table 1,21,appendix,"Averagetokencounts,approximatedollarcosts,andlatencypertrajectoryformonitor",107.691,416.78,141.184,426.743,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 12,22,appendix,"MonitorAUCagainstawareattackerswithpartialverbalizationinSHADE-Arena,plotted",108.0,308.948,148.323,318.911,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 13,22,appendix,"MonitorAUCagainstawareattackerswithpartialverbalizationinSHADE-Arena,plotted",108.0,495.413,148.323,505.376,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 14,23,appendix,Monitor(Claude3.5Haiku)AUC(left)andTPRatFPR=0.01(right)againstattackers,108.0,310.784,148.293,320.747,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 15,23,appendix,Monitor(Claude3.5Haiku)AUC(left)andTPRatFPR=0.01(right)againstaware,108.0,592.22,149.823,602.183,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 16,24,appendix,"MonitorAUCagainstawareattackerswithpartialverbalizationinBashBench,plotted",108.0,217.377,150.019,227.34,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 17,25,appendix,Monitor(Claude3.6Sonnet)AUCagainstvariousawareattackers(Claude3.6Sonnet)in,108.0,644.476,148.687,654.439,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 18,26,appendix,Monitor(Claude3.6Sonnet)AUCagainstvariousawareattackers(ClaudeSonnet4,108.0,367.998,150.649,377.961,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,table,Table 2,29,appendix,"Strategiesforevadingchain-of-thoughtmonitoringthroughdeceptivereasoning,alongwith",107.691,648.711,139.477,658.674,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 19,36,appendix,"Theagent-monitorawarenessdefines2×3=6uniquethreatmodels,eachcorresponding",108.0,240.501,148.371,250.464,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,table,Table 3,40,appendix,TaskpairsforCUA-SHADE-Arena.,216.073,715.46,248.202,725.423,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 20,50,appendix,Workflowdiagramforthehuman-in-the-loopmonitoringsystem.Theprocessbeginswith,108.0,583.181,148.44,593.144,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 21,55,appendix,Howtheuserpromptandoverallmonitorverdictaredisplayed.,157.463,634.289,198.698,644.252,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 22,56,appendix,"Howtheagent’sactions,toolcalls,andtoolcalloutputsaredisplayed.",143.67,365.986,184.905,375.949,NimbusRomNo9L-Regu,9.963
iclr-2026-77178098d85f,ICLR,oral,figure,Figure 23,56,appendix,"Anothersectionofhowtheagent’sactions,toolcalls,andtoolcalloutputsaredisplayed.",108.0,694.055,148.884,704.018,NimbusRomNo9L-Regu,9.963
iclr-2026-7833e39d5371,ICLR,oral,figure,Figure 1,4,main,"IllustrationofourLoRA-Premethod.Inthiswork,weestablishanovelconnection:",108.0,269.912,144.911,279.875,NimbusRomNo9L-Regu,9.963
iclr-2026-7833e39d5371,ICLR,oral,table,Table 1,7,main,Comparisonwithlow-rankalgorithmsonpre-trainingvarioussizesofLlamamodelsonthe,108.0,81.722,139.831,91.685,NimbusRomNo9L-Regu,9.963
iclr-2026-7833e39d5371,ICLR,oral,table,Table 2,8,main,Resultsofmemory-efficientfine-tuningmethods.Wecompareourmethodwitheffi-,108.0,81.722,141.066,91.685,NimbusRomNo9L-Regu,9.963
iclr-2026-7833e39d5371,ICLR,oral,figure,Figure 2,8,main,Rankefficiencycomparisonacrossefficientoptimizationmethods.Perplexityversus,108.0,620.295,144.623,630.258,NimbusRomNo9L-Regu,9.963
iclr-2026-7833e39d5371,ICLR,oral,figure,Figure 3,9,main,TestperplexityforLoRA-PreMuon,313.922,405.346,351.192,415.309,NimbusRomNo9L-Regu,9.963
iclr-2026-7833e39d5371,ICLR,oral,table,Table 3,9,main,Resultsofpre-trainingusingdifferentefficientMuonoptimizers.,151.043,440.606,183.172,450.569,NimbusRomNo9L-Regu,9.963
iclr-2026-7833e39d5371,ICLR,oral,table,Table 4,23,appendix,SensitivityAnalysisofMomentumParametersβ.Wereportthevalidationperplexity,108.0,492.681,140.817,502.644,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,figure,Figure 1,2,main,"OverviewofthePCDframework,whichreframesofflineMOOasaconditional",108.0,289.079,145.669,299.042,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,figure,Figure 2,5,main,Overviewoftheconditioningpointsgenerationprocedure:a)Theobjectivespaceis,108.0,203.281,144.722,213.244,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 1,8,main,Averagerank()ofPCDandbaselinemethodsacrossfivetaskcategories.Ranksare,108.0,81.722,141.345,91.685,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 2,9,main,Average100thpercentileHV()on5representativetaskswithdifferentdataprocess-,108.0,81.722,141.335,91.685,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,figure,Figure 3,10,main,EffectoftheguidancescaleγonthenormalizedHVratioacrossfiverepresentative,108.0,203.888,144.513,213.851,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,figure,Figure 4,16,appendix,Normalizeddominancenumberdistributionsrevealdatasetqualitydifferences.The,108.0,374.962,144.393,384.925,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,figure,Figure 5,17,appendix,Effectofthereweightingtemperatureτonnormalizedperformance.Forthehigh-,108.0,221.294,144.911,231.257,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 3,17,appendix,DefaulthyperparametersforPCDframeworkincludingResidualMLPDenoiserforreweightedtrain-,108.0,545.191,139.88,555.154,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 4,18,appendix,Computationalcostcomparison.Wereporttheone-timedatasetreweightingcost(sec-,108.0,306.289,140.618,316.252,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 5,19,appendix,Average100thpercentileHV()on5differenttaskscomparingEDMwithstochastic,108.0,138.619,141.425,148.582,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 6,19,appendix,Average100thpercentileHypervolume()on5differenttasksusingvaryingnumbersof,108.0,463.438,140.568,473.401,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,figure,Figure 6,20,appendix,Impactofnoisescaleandextrapolationdistanceonconditioningpointgeneration.,108.0,210.749,144.971,220.712,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 7,20,appendix,Average100thpercentileHV()comparingRieszs-Energy(default)andDas-Dennis,108.0,423.705,141.584,433.668,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,figure,Figure 7,21,appendix,Hypervolumeratioasafunctionofdenoisingsteps.Performanceremainsconsistent,108.0,221.294,144.852,231.257,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,figure,Figure 8,21,appendix,QualitativeanalysisofPareto-conditioningeffectiveness.Left(MO-Hopper):Onthis,108.0,548.344,144.493,558.307,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,figure,Figure 9,22,appendix,Analysisofthemodel’sabilitytoreconstructtheoriginaldatadistribution.Colors,108.0,318.501,144.862,328.464,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 8,23,appendix,Scalabilityanalysisonmany-objectiveDTLZtasks.WereporttherelativeHypervolume,108.0,81.722,139.831,91.685,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 9,24,appendix,Average100thpercentilehypervolumeforsynthetictasks(part1),157.538,454.614,189.667,464.577,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 10,25,appendix,Average100thpercentilehypervolumeforsynthetictasks(part2),155.047,81.722,192.158,91.685,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 11,25,appendix,Average100thpercentilehypervolumeforscientificdesigntasks,156.841,292.922,193.952,302.885,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 12,25,appendix,Average100thpercentilehypervolumeforREtasks(part1),166.669,516.938,203.78,526.901,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 13,26,appendix,Average100thpercentilehypervolumeforREtasks(part2),166.669,81.722,203.78,91.685,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 14,26,appendix,Average100thpercentilehypervolumeforMONAStasks(part1),155.222,251.025,192.333,260.988,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 15,26,appendix,Average100thpercentilehypervolumeforMONAStasks(part2),155.222,405.801,192.333,415.764,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 16,27,appendix,Average100thpercentilehypervolumeforMORLtasks,174.688,128.815,211.799,138.778,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 17,27,appendix,Average75thpercentilehypervolumeforsynthetictasks(part1),157.538,443.336,194.649,453.299,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 18,28,appendix,Average75thpercentilehypervolumeforsynthetictasks(part2),157.538,87.828,194.649,97.791,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 19,28,appendix,Average75thpercentilehypervolumeforscientificdesigntasks,159.331,307.561,196.442,317.524,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 20,28,appendix,Average75thpercentilehypervolumeforREtasks(part1),169.159,540.109,206.27,550.072,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 21,29,appendix,Average75thpercentilehypervolumeforREtasks(part2),169.159,114.763,206.27,124.726,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 22,29,appendix,Average75thpercentilehypervolumeforMONAStasks(part1),157.712,347.396,194.823,357.359,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 23,29,appendix,Average75thpercentilehypervolumeforMONAStasks(part2),157.712,564.269,194.823,574.232,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 24,30,appendix,Average75thpercentilehypervolumeforMORLtasks,177.179,128.815,214.29,138.778,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 25,30,appendix,Average50thpercentilehypervolumeforsynthetictasks(part1),157.538,443.336,194.649,453.299,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 26,31,appendix,Average50thpercentilehypervolumeforsynthetictasks(part2),157.538,87.828,194.649,97.791,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 27,31,appendix,Average50thpercentilehypervolumeforscientificdesigntasks,159.331,307.561,196.442,317.524,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 28,31,appendix,Average50thpercentilehypervolumeforREtasks(part1),169.159,540.109,206.27,550.072,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 29,32,appendix,Average50thpercentilehypervolumeforREtasks(part2),169.159,114.34,206.27,124.303,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 30,32,appendix,Average50thpercentilehypervolumeforMONAStasks(part1),157.712,348.664,194.823,358.627,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 31,32,appendix,Average50thpercentilehypervolumeforMONAStasks(part2),157.712,564.691,194.823,574.654,NimbusRomNo9L-Regu,9.963
iclr-2026-7c24d2356ca5,ICLR,oral,table,Table 32,33,appendix,Average50thpercentilehypervolumeforMORLtasks,177.179,299.539,214.29,309.502,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,figure,Figure 1,1,main,Text-to-3DgenerationwithVIST3A.Videomodelsexcelatgeneratinglatentvisualcon-,108.0,424.547,144.005,434.51,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,figure,Figure 2,2,main,"Comparisonwithexisting,",353.518,406.408,389.662,416.371,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,figure,Figure 3,4,main,"VIST3Aconstructsa3DVAEthroughmodelstitching(top),thenalignsitwithagen-",108.0,289.636,143.875,299.599,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,table,Table 1,7,main,QuantitativeresultsonT3BenchandSceneBench.,182.305,81.722,214.434,91.685,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,table,Table 2,7,main,QuantitativeresultsonDPG-Bench.Table3:StitchingenhancesNVS.,135.695,184.0,167.824,193.963,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,table,Table 3,7,main,StitchingenhancesNVS.,359.461,184.0,391.59,193.963,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,table,Table 4,8,main,Userstudyresults.Participantsrankfivemethodsintermsoftextalignmentandvisual,108.0,81.722,140.697,91.685,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,figure,Figure 4,8,main,"Qualitativeresultsfor3DGSgeneration.WeshowsamplesfromT3Bench(top),",108.0,638.369,146.007,648.332,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,table,Table 5,9,main,Resultsofpointmapreconstructionwithstitchedmodels.,166.445,81.722,198.574,91.685,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,figure,Figure 5,9,main,MSEandpointmapqualityon7-Scenesvs.tostitchinglayer.LowerMSEinthe,108.0,280.676,145.519,290.639,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,figure,Figure 6,10,main,CKAvisualization.,385.199,269.512,420.915,279.475,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,table,Table 6,23,appendix,AblationstudyondirectrewardfinetuningonSceneBench.Wecompare(1)nofinetun-,108.0,81.722,139.89,91.685,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,figure,Figure 7,24,appendix,Qualitativecomparisonofdifferentfinetuningstrategies.Pretrainedvideomodel,108.0,529.149,145.768,539.112,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,figure,Figure 8,25,appendix,PointmapestimationperformancecomparisononETH3Ddatasetbetweenthe,108.0,272.794,146.486,282.757,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,figure,Figure 9,26,appendix,Viewpointcontrolin3DGSgenerationwithprompts.(Top)Thepromptcontaining,108.0,275.839,145.061,285.802,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,table,Table 7,26,appendix,Videogenerationperformancecomparisonbetweentheoriginalvideogeneratorand,108.0,331.696,140.339,341.659,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,figure,Figure 10,27,appendix,Log-MSEvaluesinEq.2acrossvariousvideoVAEs.Earlylayersoffeedforward,108.0,401.619,150.202,411.582,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,figure,Figure 11,28,appendix,Qualitativecomparisonof3DGSgeneration.Thetoptworowsshowsamplesfrom,108.0,682.483,149.883,692.446,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,figure,Figure 12,29,appendix,Qualitativecomparisonof3DGSgenerationonSceneBench.VIST3Aoutperforms,108.0,374.634,149.843,384.597,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,figure,Figure 13,29,appendix,Generated3DscenesfromVIST3A:Wan+AnySplat.Theseare3DGSvieweddi-,108.0,680.483,149.803,690.446,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,figure,Figure 14,30,appendix,"Qualitativeresultsontext-to-poinmapgeneration.ByintegratingVGGT,VIST3A",108.0,675.747,150.042,685.71,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,figure,Figure 15,31,appendix,Qualitativecomparisonof3DGSgenerationonSceneBench-VISTA:,108.0,366.317,154.485,376.28,NimbusRomNo9L-Regu,9.963
iclr-2026-7d504a5c8916,ICLR,oral,figure,Figure 16,31,appendix,Generated3DscenesfromVIST3A:Wan+AnySplatbtextendingthenumberof,108.0,682.065,149.743,692.028,NimbusRomNo9L-Regu,9.963
iclr-2026-7f071490c87d,ICLR,oral,figure,Figure 1,7,main,Dotsrepresenttruesamplesfromthe,306.0,298.655,343.975,308.618,NimbusRomNo9L-Regu,9.963
iclr-2026-7f071490c87d,ICLR,oral,table,Table 1,7,main,"NLLandCDatt∈{0.25,0.75}.",326.764,431.929,358.893,441.892,NimbusRomNo9L-Regu,9.963
iclr-2026-7f071490c87d,ICLR,oral,table,Table 2,8,main,AveragesurrogateCancerrewardTrue,107.691,91.685,141.784,101.648,NimbusRomNo9L-Regu,9.963
iclr-2026-7f071490c87d,ICLR,oral,figure,Figure 2,8,main,Pvs.λforgroundtruthpolicies,315.389,208.659,350.752,218.622,NimbusRomNo9L-Regu,9.963
iclr-2026-7f071490c87d,ICLR,oral,table,Table 3,8,main,Averagesurro-,384.89,583.969,423.79,593.932,NimbusRomNo9L-Regu,9.963
iclr-2026-7f071490c87d,ICLR,oral,table,Table 4,9,main,Averagesurrogate,384.89,132.969,419.999,142.932,NimbusRomNo9L-Regu,9.963
iclr-2026-7f071490c87d,ICLR,oral,table,Table 5,9,main,MSEofsurro-r46,107.691,557.321,144.904,567.284,NimbusRomNo9L-Regu,9.963
iclr-2026-7f071490c87d,ICLR,oral,figure,Figure 3,9,main,Central80%predictionintervalsfromHTIsurrogates,242.639,685.886,279.994,695.849,NimbusRomNo9L-Regu,9.963
iclr-2026-7f071490c87d,ICLR,oral,table,Table 6,10,main,WDofsurrogate,365.089,83.017,404.822,92.98,NimbusRomNo9L-Regu,9.963
iclr-2026-7f071490c87d,ICLR,oral,table,Table 7,10,main,Gablationsin2Dexperiments.,220.824,390.28,252.953,400.243,NimbusRomNo9L-Regu,9.963
iclr-2026-7f071490c87d,ICLR,oral,figure,Figure 4,16,appendix,Exampleinference-timeadjustmentenabledbyHTI.Weillustratedisparateuserpreferences,108.0,240.068,143.207,250.031,NimbusRomNo9L-Regu,9.963
